id	structure
unige:36383	Section des sciences de l'éducation
unige:36384	Section des sciences de l'éducation
unige:36385	Section des sciences de l'éducation
unige:36386	Section des sciences de l'éducation
unige:36387	Section des sciences de l'éducation
unige:36388	Section des sciences de l'éducation
unige:36389	Section des sciences de l'éducation
unige:36390	Département de physique théorique
unige:36391	Département de physique théorique
unige:36392	Département de physique théorique
unige:36393	Département de physique théorique
unige:36394	Département de physique théorique
unige:36395	Département de physique théorique
unige:36396	Département de physique théorique
unige:36397	Département de physique théorique
unige:36398	Département de physique théorique
unige:36399	Département de physique théorique
unige:36400	Département de physique théorique
unige:36401	Section des sciences de l'éducation
unige:36402	Section des sciences de l'éducation
unige:36403	Département de physique théorique
unige:36404	Département de physique théorique
unige:36405	Département de physique théorique
unige:36406	Département de physique théorique
unige:36407	Département de physique théorique
unige:36408	Département de physique théorique
unige:36409	Section des sciences de l'éducation
unige:36410	Département de physique théorique
unige:36411	Département de physique théorique
unige:36412	Département de physique théorique
unige:36413	Département de physique théorique
unige:36414	Section des sciences de l'éducation
unige:36415	Section des sciences de l'éducation
unige:36416	Groupe de physique appliquée
unige:36417	Groupe de physique appliquée
unige:36418	Groupe de physique appliquée
unige:36419	Département de physique théorique
unige:36420	Département de physique théorique
unige:36421	Département de physique théorique
unige:36422	Section des sciences de l'éducation
unige:36429	Centre universitaire d'informatique
unige:36429	Département d'informatique
unige:36431	Département de traduction
unige:36432	Département de traduction
unige:36437	Département de droit public
unige:36438	Département de droit international public et organisation internationale
unige:36439	Département de droit international public et organisation internationale
unige:36440	Département de droit international public et organisation internationale
unige:36441	Département de droit international public et organisation internationale
unige:36442	Département de droit international public et organisation internationale
unige:36443	Département de droit international public et organisation internationale
unige:36444	Département de droit international public et organisation internationale
unige:36445	Département de droit international public et organisation internationale
unige:36445	Département de droit international privé
unige:36475	Département de physique théorique
unige:36476	Département de physique théorique
unige:36477	Département de physique théorique
unige:36478	Département de physique théorique
unige:36479	Département de physique théorique
unige:36480	Département de physique théorique
unige:36481	Département de physique théorique
unige:36482	Département de physique théorique
unige:36484	Département de physique théorique
unige:36485	Département de physique théorique
unige:36486	Département de physique théorique
unige:36487	Département de physique théorique
unige:36488	Département de physique théorique
unige:36492	Section des sciences de l'éducation
unige:36497	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36498	Département de physique théorique
unige:36499	Département de physique théorique
unige:36500	Département de physique théorique
unige:36501	Département de physique théorique
unige:36502	Département de physique théorique
unige:36503	Département de physique théorique
unige:36504	Département de physique théorique
unige:36505	Département de physique théorique
unige:36506	Département de physique théorique
unige:36507	Département de physique théorique
unige:36508	Département de physique théorique
unige:36509	Département de droit pénal
unige:36510	Département de physique théorique
unige:36511	Département de physique théorique
unige:36512	Département de physique théorique
unige:36513	Département de sociologie
unige:36514	Groupe de physique appliquée
unige:36515	Groupe de physique appliquée
unige:36516	Groupe de physique appliquée
unige:36517	Groupe de physique appliquée
unige:36518	Groupe de physique appliquée
unige:36519	Groupe de physique appliquée
unige:36520	Groupe de physique appliquée
unige:36521	Département de physique théorique
unige:36522	Section de psychologie
unige:36523	Département d'astronomie
unige:36524	Groupe de physique appliquée
unige:36525	Groupe de physique appliquée
unige:36526	Groupe de physique appliquée
unige:36527	Groupe de physique appliquée
unige:36528	Groupe de physique appliquée
unige:36529	Groupe de physique appliquée
unige:36531	Groupe de physique appliquée
unige:36532	Groupe de physique appliquée
unige:36533	Groupe de physique appliquée
unige:36534	Groupe de physique appliquée
unige:36535	Groupe de physique appliquée
unige:36536	Groupe de physique appliquée
unige:36537	Groupe de physique appliquée
unige:36538	Groupe de physique appliquée
unige:36539	Groupe de physique appliquée
unige:36540	Groupe de physique appliquée
unige:36541	Groupe de physique appliquée
unige:36542	Groupe de physique appliquée
unige:36543	Groupe de physique appliquée
unige:36544	Groupe de physique appliquée
unige:36545	Groupe de physique appliquée
unige:36546	Groupe de physique appliquée
unige:36547	Groupe de physique appliquée
unige:36548	Groupe de physique appliquée
unige:36549	Groupe de physique appliquée
unige:36550	Groupe de physique appliquée
unige:36551	Groupe de physique appliquée
unige:36552	Groupe de physique appliquée
unige:36553	Groupe de physique appliquée
unige:36554	Groupe de physique appliquée
unige:36555	Institut des sciences de l'environnement
unige:36555	Département de science politique et relations internationales
unige:36556	Département de chimie organique
unige:36557	Groupe de physique appliquée
unige:36558	Groupe de physique appliquée
unige:36559	Groupe de physique appliquée
unige:36560	Groupe de physique appliquée
unige:36562	Geneva Finance Research Institute
unige:36563	Geneva Finance Research Institute
unige:36564	Geneva Finance Research Institute
unige:36565	Geneva Finance Research Institute
unige:36566	Geneva Finance Research Institute
unige:36567	Geneva Finance Research Institute
unige:36568	Geneva Finance Research Institute
unige:36569	Geneva Finance Research Institute
unige:36570	Geneva Finance Research Institute
unige:36571	Geneva Finance Research Institute
unige:36572	Geneva Finance Research Institute
unige:36573	Geneva Finance Research Institute
unige:36574	Geneva Finance Research Institute
unige:36575	Geneva Finance Research Institute
unige:36576	Institute of Economics and Econometrics
unige:36576	Research Center for Statistics
unige:36577	Institute of Economics and Econometrics
unige:36577	Research Center for Statistics
unige:36578	Institute of Economics and Econometrics
unige:36578	Research Center for Statistics
unige:36579	Institute of Economics and Econometrics
unige:36579	Research Center for Statistics
unige:36580	Institute of Economics and Econometrics
unige:36580	Research Center for Statistics
unige:36581	Institute of Economics and Econometrics
unige:36581	Research Center for Statistics
unige:36582	Institute of Economics and Econometrics
unige:36582	Research Center for Statistics
unige:36583	Institute of Economics and Econometrics
unige:36583	Research Center for Statistics
unige:36584	Institute of Economics and Econometrics
unige:36584	Research Center for Statistics
unige:36585	Institute of Economics and Econometrics
unige:36585	Research Center for Statistics
unige:36586	Institute of Economics and Econometrics
unige:36586	Research Center for Statistics
unige:36587	Institute of Economics and Econometrics
unige:36587	Research Center for Statistics
unige:36588	Institute of Economics and Econometrics
unige:36588	Research Center for Statistics
unige:36589	Institute of Economics and Econometrics
unige:36589	Research Center for Statistics
unige:36590	Institute of Economics and Econometrics
unige:36590	Research Center for Statistics
unige:36591	Institute of Economics and Econometrics
unige:36591	Research Center for Statistics
unige:36592	Institute of Economics and Econometrics
unige:36592	Research Center for Statistics
unige:36593	Institute of Economics and Econometrics
unige:36593	Research Center for Statistics
unige:36594	Institute of Economics and Econometrics
unige:36594	Research Center for Statistics
unige:36595	Institute of Economics and Econometrics
unige:36595	Research Center for Statistics
unige:36596	Institute of Economics and Econometrics
unige:36596	Research Center for Statistics
unige:36597	Institute of Economics and Econometrics
unige:36597	Research Center for Statistics
unige:36598	Institute of Economics and Econometrics
unige:36598	Research Center for Statistics
unige:36599	Institute of Economics and Econometrics
unige:36599	Research Center for Statistics
unige:36600	Institute of Economics and Econometrics
unige:36601	Institute of Economics and Econometrics
unige:36601	Research Center for Statistics
unige:36602	Institute of Economics and Econometrics
unige:36602	Research Center for Statistics
unige:36603	Institute of Economics and Econometrics
unige:36604	Institute of Economics and Econometrics
unige:36605	Département de droit public
unige:36605	Institute of Economics and Econometrics
unige:36606	Institute of Economics and Econometrics
unige:36607	Institute of Economics and Econometrics
unige:36608	Département de géographie et environnement
unige:36609	Département de géographie et environnement
unige:36610	Département de géographie et environnement
unige:36612	Département de géographie et environnement
unige:36613	Groupe de physique appliquée
unige:36614	Groupe de physique appliquée
unige:36615	Groupe de physique appliquée
unige:36616	Groupe de physique appliquée
unige:36617	Groupe de physique appliquée
unige:36618	Groupe de physique appliquée
unige:36619	Groupe de physique appliquée
unige:36620	Groupe de physique appliquée
unige:36621	Groupe de physique appliquée
unige:36622	Groupe de physique appliquée
unige:36623	Groupe de physique appliquée
unige:36624	Groupe de physique appliquée
unige:36625	Groupe de physique appliquée
unige:36626	Groupe de physique appliquée
unige:36627	Groupe de physique appliquée
unige:36628	Groupe de physique appliquée
unige:36629	Groupe de physique appliquée
unige:36630	Groupe de physique appliquée
unige:36631	Département de droit international public et organisation internationale
unige:36645	Faculté des sciences
unige:36646	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36647	Institut Romand de systématique et d'éthique
unige:36648	Section des sciences de l'éducation
unige:36684	Groupe de physique appliquée
unige:36685	Groupe de physique appliquée
unige:36686	Groupe de physique appliquée
unige:36687	Groupe de physique appliquée
unige:36688	Groupe de physique appliquée
unige:36689	Groupe de physique appliquée
unige:36690	Groupe de physique appliquée
unige:36691	Groupe de physique appliquée
unige:36694	Groupe de physique appliquée
unige:36695	Groupe de physique appliquée
unige:36696	Groupe de physique appliquée
unige:36697	Groupe de physique appliquée
unige:36705	Département de sociologie
unige:36707	Section de psychologie
unige:36708	Groupe de physique appliquée
unige:36710	Groupe de physique appliquée
unige:36711	Groupe de physique appliquée
unige:36712	Groupe de physique appliquée
unige:36713	Groupe de physique appliquée
unige:36714	Groupe de physique appliquée
unige:36715	Groupe de physique appliquée
unige:36716	Département de chimie physique
unige:36717	Groupe de physique appliquée
unige:36718	Groupe de physique appliquée
unige:36720	Groupe de physique appliquée
unige:36721	Groupe de physique appliquée
unige:36722	Groupe de physique appliquée
unige:36723	Groupe de physique appliquée
unige:36724	Groupe de physique appliquée
unige:36725	Groupe de physique appliquée
unige:36726	Groupe de physique appliquée
unige:36727	Groupe de physique appliquée
unige:36728	Groupe de physique appliquée
unige:36729	Groupe de physique appliquée
unige:36730	Groupe de physique appliquée
unige:36731	Groupe de physique appliquée
unige:36732	Groupe de physique appliquée
unige:36733	Groupe de physique appliquée
unige:36734	Groupe de physique appliquée
unige:36735	Groupe de physique appliquée
unige:36736	Groupe de physique appliquée
unige:36737	Institut des sciences de l'environnement
unige:36738	Groupe de physique appliquée
unige:36739	Groupe de physique appliquée
unige:36740	Groupe de physique appliquée
unige:36741	Groupe de physique appliquée
unige:36742	Groupe de physique appliquée
unige:36743	Groupe de physique appliquée
unige:36744	Groupe de physique appliquée
unige:36745	Groupe de physique appliquée
unige:36746	Groupe de physique appliquée
unige:36747	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36748	Groupe de physique appliquée
unige:36749	Département des sciences de l'antiquité
unige:36750	Groupe de physique appliquée
unige:36751	Groupe de physique appliquée
unige:36752	Groupe de physique appliquée
unige:36753	Groupe de physique appliquée
unige:36754	Groupe de physique appliquée
unige:36755	Groupe de physique appliquée
unige:36756	Groupe de physique appliquée
unige:36757	Groupe de physique appliquée
unige:36758	Groupe de physique appliquée
unige:36759	Groupe de physique appliquée
unige:36760	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36761	Groupe de physique appliquée
unige:36762	Groupe de physique appliquée
unige:36763	Groupe de physique appliquée
unige:36765	Groupe de physique appliquée
unige:36766	Groupe de physique appliquée
unige:36767	Groupe de physique appliquée
unige:36768	Groupe de physique appliquée
unige:36769	Groupe de physique appliquée
unige:36770	Groupe de physique appliquée
unige:36771	Département des sciences de l'antiquité
unige:36772	Groupe de physique appliquée
unige:36773	Groupe de physique appliquée
unige:36774	Groupe de physique appliquée
unige:36775	Groupe de physique appliquée
unige:36776	Groupe de physique appliquée
unige:36777	Groupe de physique appliquée
unige:36778	Groupe de physique appliquée
unige:36779	Groupe de physique appliquée
unige:36780	Groupe de physique appliquée
unige:36781	Département des sciences de l'antiquité
unige:36782	Département des sciences de l'antiquité
unige:36783	Département des sciences de l'antiquité
unige:36784	Département de langues et des littératures méditerranéennes, slaves, et orientales
unige:36785	Groupe de physique appliquée
unige:36786	Groupe de physique appliquée
unige:36787	Groupe de physique appliquée
unige:36788	Groupe de physique appliquée
unige:36789	Groupe de physique appliquée
unige:36790	Groupe de physique appliquée
unige:36791	Groupe de physique appliquée
unige:36792	Groupe de physique appliquée
unige:36793	Groupe de physique appliquée
unige:36794	Groupe de physique appliquée
unige:36795	Groupe de physique appliquée
unige:36796	Groupe de physique appliquée
unige:36797	Groupe de physique appliquée
unige:36798	Groupe de physique appliquée
unige:36812	Groupe de physique appliquée
unige:36813	Groupe de physique appliquée
unige:36814	Groupe de physique appliquée
unige:36815	Groupe de physique appliquée
unige:36816	Groupe de physique appliquée
unige:36817	Groupe de physique appliquée
unige:36818	Groupe de physique appliquée
unige:36819	Groupe de physique appliquée
unige:36820	Groupe de physique appliquée
unige:36849	Département d'histoire du droit et des doctrines juridiques et politiques
unige:36855	Département de langues et littératures romanes
unige:36856	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36857	Département de chimie organique
unige:36857	Département de chimie minérale, analytique et appliquée
unige:36858	Département de chimie organique
unige:36861	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36861	Département des sciences de l'antiquité
unige:36862	Centre du droit de l'art
unige:36862	Département de droit civil
unige:36862	Département de droit commercial
unige:36863	Centre du droit de l'art
unige:36863	Département de droit civil
unige:36863	Département de droit commercial
unige:36864	Centre du droit de l'art
unige:36864	Département de droit civil
unige:36864	Département de droit commercial
unige:36865	Global Studies Institute
unige:36870	Département de géographie et environnement
unige:36871	Département de science politique et relations internationales
unige:36872	Département de science politique et relations internationales
unige:36873	Institut des sciences de l'environnement
unige:36873	Département de géographie et environnement
unige:36873	Institut de la gouvernance de l'environnement et du développement territorial
unige:36875	Département des sciences de l'antiquité
unige:36876	Département des sciences de l'antiquité
unige:36877	Département des sciences de l'antiquité
unige:36878	Département des sciences de l'antiquité
unige:36879	Département de chimie minérale, analytique et appliquée
unige:36880	Département de chimie organique
unige:36882	Département de droit international public et organisation internationale
unige:36885	Section de mathématiques
unige:36885	Département de physique théorique
unige:36886	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36887	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36902	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36905	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36913	Centre universitaire d'informatique
unige:36913	Département d'informatique
unige:36915	Centre universitaire d'informatique
unige:36915	Département d'informatique
unige:36916	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36918	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36927	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36928	Centre universitaire d'informatique
unige:36928	Département d'informatique
unige:36930	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36932	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36933	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36934	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:36936	Geneva Finance Research Institute
unige:36937	Geneva Finance Research Institute
unige:36938	Geneva Finance Research Institute
unige:36940	Geneva Finance Research Institute
unige:36941	Geneva Finance Research Institute
unige:36942	Geneva Finance Research Institute
unige:36943	Geneva Finance Research Institute
unige:36944	Geneva Finance Research Institute
unige:36945	Geneva Finance Research Institute
unige:36946	Geneva Finance Research Institute
unige:36947	Geneva Finance Research Institute
unige:36948	Geneva Finance Research Institute
unige:36949	Geneva Finance Research Institute
unige:36950	Geneva Finance Research Institute
unige:36951	Geneva Finance Research Institute
unige:36952	Geneva Finance Research Institute
unige:36953	Geneva Finance Research Institute
unige:36954	Geneva Finance Research Institute
unige:36955	Geneva Finance Research Institute
unige:36956	Geneva Finance Research Institute
unige:36957	Geneva Finance Research Institute
unige:36958	Geneva Finance Research Institute
unige:36959	Geneva Finance Research Institute
unige:36960	Geneva Finance Research Institute
unige:36961	Research Center for Statistics
unige:36968	Section des sciences de l'éducation
unige:36970	Technologies de formation et apprentissage
unige:36971	Technologies de formation et apprentissage
unige:36972	Centre universitaire d'informatique
unige:36972	Département d'informatique
unige:36973	Section des sciences de l'éducation
unige:36974	Technologies de formation et apprentissage
unige:36981	Technologies de formation et apprentissage
unige:36982	Section des sciences de l'éducation
unige:36983	Section des sciences de l'éducation
unige:36984	Département de chimie organique
unige:36985	Faculté des lettres
unige:36986	Section des sciences de l'éducation
unige:36987	Section des sciences de l'éducation
unige:36988	Département de géographie et environnement
unige:36989	Section de psychologie
unige:36990	Technologies de formation et apprentissage
unige:36991	Section des sciences de l'éducation
unige:37015	Institut des sciences de l'environnement
unige:37015	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37017	Institut des sciences de l'environnement
unige:37017	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37018	Institut des sciences de l'environnement
unige:37018	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37019	Groupe de physique appliquée
unige:37020	Groupe de physique appliquée
unige:37021	Groupe de physique appliquée
unige:37022	Groupe de physique appliquée
unige:37023	Groupe de physique appliquée
unige:37024	Groupe de physique appliquée
unige:37025	Groupe de physique appliquée
unige:37026	Groupe de physique appliquée
unige:37027	Groupe de physique appliquée
unige:37028	Groupe de physique appliquée
unige:37029	Groupe de physique appliquée
unige:37030	Groupe de physique appliquée
unige:37031	Groupe de physique appliquée
unige:37032	Groupe de physique appliquée
unige:37033	Groupe de physique appliquée
unige:37034	Groupe de physique appliquée
unige:37035	Groupe de physique appliquée
unige:37036	Groupe de physique appliquée
unige:37037	Groupe de physique appliquée
unige:37038	Groupe de physique appliquée
unige:37039	Groupe de physique appliquée
unige:37040	Groupe de physique appliquée
unige:37041	Groupe de physique appliquée
unige:37042	Groupe de physique appliquée
unige:37043	Groupe de physique appliquée
unige:37044	Groupe de physique appliquée
unige:37045	Groupe de physique appliquée
unige:37046	Groupe de physique appliquée
unige:37047	Département de science politique et relations internationales
unige:37049	Technologies de formation et apprentissage
unige:37050	Technologies de formation et apprentissage
unige:37051	Technologies de formation et apprentissage
unige:37052	Technologies de formation et apprentissage
unige:37053	Technologies de formation et apprentissage
unige:37054	Groupe de physique appliquée
unige:37055	Groupe de physique appliquée
unige:37056	Groupe de physique appliquée
unige:37057	Technologies de formation et apprentissage
unige:37058	Groupe de physique appliquée
unige:37059	Institut des sciences de l'environnement
unige:37059	Groupe de physique appliquée
unige:37060	Institut des sciences de l'environnement
unige:37060	Groupe de physique appliquée
unige:37061	Institut des sciences de l'environnement
unige:37061	Groupe de physique appliquée
unige:37062	Groupe de physique appliquée
unige:37063	Institut des sciences de l'environnement
unige:37063	Groupe de physique appliquée
unige:37064	Institut des sciences de l'environnement
unige:37064	Groupe de physique appliquée
unige:37084	Institut des sciences de l'environnement
unige:37084	Groupe de physique appliquée
unige:37086	Groupe de physique appliquée
unige:37087	Institut des sciences de l'environnement
unige:37087	Groupe de physique appliquée
unige:37088	Institut des sciences de l'environnement
unige:37088	Groupe de physique appliquée
unige:37089	Section de psychologie
unige:37090	Section de psychologie
unige:37091	Section de psychologie
unige:37092	Institut des sciences de l'environnement
unige:37092	Département de géographie et environnement
unige:37093	Institut des sciences de l'environnement
unige:37093	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37094	Institut des sciences de l'environnement
unige:37094	Département de science politique et relations internationales
unige:37095	Institut des sciences de l'environnement
unige:37095	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37096	Département de physique de la matière quantique
unige:37097	Groupe de physique appliquée
unige:37098	Institut des sciences de l'environnement
unige:37098	Groupe de physique appliquée
unige:37099	Groupe de physique appliquée
unige:37100	Institut des sciences de l'environnement
unige:37100	Groupe de physique appliquée
unige:37101	Groupe de physique appliquée
unige:37102	Groupe de physique appliquée
unige:37103	Institut des sciences de l'environnement
unige:37103	Groupe de physique appliquée
unige:37104	Institut des sciences de l'environnement
unige:37104	Groupe de physique appliquée
unige:37105	Institut des sciences de l'environnement
unige:37105	Groupe de physique appliquée
unige:37106	Groupe de physique appliquée
unige:37107	Groupe de physique appliquée
unige:37108	Groupe de physique appliquée
unige:37109	Groupe de physique appliquée
unige:37110	Institut des sciences de l'environnement
unige:37110	Groupe de physique appliquée
unige:37111	Groupe de physique appliquée
unige:37112	Institut des sciences de l'environnement
unige:37112	Groupe de physique appliquée
unige:37113	Institut des sciences de l'environnement
unige:37113	Groupe de physique appliquée
unige:37114	Institut de démographie et de socioéconomie
unige:37115	Institut des sciences de l'environnement
unige:37115	Groupe de physique appliquée
unige:37118	Groupe de physique appliquée
unige:37119	Groupe de physique appliquée
unige:37120	Département de science politique et relations internationales
unige:37121	Institut des sciences de l'environnement
unige:37121	Groupe de physique appliquée
unige:37122	Institute of Economics and Econometrics
unige:37123	Groupe de physique appliquée
unige:37124	Institute of Economics and Econometrics
unige:37125	Institute of Economics and Econometrics
unige:37126	Groupe de physique appliquée
unige:37127	Institute of Economics and Econometrics
unige:37128	Institute of Economics and Econometrics
unige:37129	Institut des sciences de l'environnement
unige:37129	Groupe de physique appliquée
unige:37130	Institute of Economics and Econometrics
unige:37131	Groupe de physique appliquée
unige:37132	Institut des sciences de l'environnement
unige:37132	Groupe de physique appliquée
unige:37133	Centre universitaire d'informatique
unige:37133	Information Science Institute
unige:37133	Faculté des sciences de la société
unige:37134	Institut des sciences de l'environnement
unige:37134	Groupe de physique appliquée
unige:37135	Centre universitaire d'informatique
unige:37135	Information Science Institute
unige:37135	Faculté des sciences de la société
unige:37136	Geneva Finance Research Institute
unige:37137	Institut des sciences de l'environnement
unige:37137	Groupe de physique appliquée
unige:37138	Geneva Finance Research Institute
unige:37139	Geneva Finance Research Institute
unige:37140	Geneva Finance Research Institute
unige:37141	Institut de démographie et de socioéconomie
unige:37142	Section des sciences de l'éducation
unige:37143	Section des sciences de l'éducation
unige:37144	Section des sciences de l'éducation
unige:37146	Section de psychologie
unige:37190	Département des sciences de la Terre
unige:37192	Global Studies Institute
unige:37192	Département de science politique et relations internationales
unige:37193	Département des sciences de l'antiquité
unige:37194	Département d'études est-asiatiques
unige:37195	Département d'histoire de l'art et de musicologie
unige:37196	Centre universitaire d'informatique
unige:37196	Faculté d'économie et de management
unige:37197	Département de langue et de littérature anglaises
unige:37198	Section de psychologie
unige:37199	Section de psychologie
unige:37202	Section de psychologie
unige:37203	Section de psychologie
unige:37204	Section de psychologie
unige:37205	Section de psychologie
unige:37206	Section de psychologie
unige:37208	Section des sciences de l'éducation
unige:37209	Institut universitaire de formation des enseignants
unige:37209	Section des sciences de l'éducation
unige:37211	Département de droit civil
unige:37212	Département de droit civil
unige:37213	Département de droit civil
unige:37214	Département de droit commercial
unige:37215	Centre de droit bancaire et financier
unige:37215	Département de droit commercial
unige:37218	Centre de droit bancaire et financier
unige:37219	Centre de droit bancaire et financier
unige:37219	Département de droit commercial
unige:37221	Institut des sciences de l'environnement
unige:37221	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37221	Département des sciences de la Terre
unige:37222	Institut des sciences de l'environnement
unige:37222	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37222	Département des sciences de la Terre
unige:37223	Institut des sciences de l'environnement
unige:37223	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37223	Département des sciences de la Terre
unige:37225	Section des sciences de l'éducation
unige:37226	Section des sciences de l'éducation
unige:37227	Section des sciences de l'éducation
unige:37228	Technologies de formation et apprentissage
unige:37229	Département de chimie organique
unige:37229	Département de chimie physique
unige:37229	Département de chimie minérale, analytique et appliquée
unige:37230	Département de chimie organique
unige:37231	Institut des sciences de l'environnement
unige:37231	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37232	Institut des sciences de l'environnement
unige:37232	Département de science politique et relations internationales
unige:37233	Institut des sciences de l'environnement
unige:37233	Département F.-A. Forel des sciences de l'environnement et de l'eau
unige:37233	Département des sciences de la Terre
unige:37249	Section de psychologie
unige:37250	Département de science politique et relations internationales
unige:37258	Technologies de formation et apprentissage
unige:37259	Technologies de formation et apprentissage
unige:37260	Technologies de formation et apprentissage
unige:37261	Technologies de formation et apprentissage
unige:37262	Section des sciences de l'éducation
unige:37263	Section des sciences de l'éducation
unige:37264	Section des sciences de l'éducation
unige:37265	Section des sciences de l'éducation
unige:37266	Section des sciences de l'éducation
unige:37267	Section des sciences de l'éducation
unige:37268	Section des sciences de l'éducation
unige:37269	Section des sciences de l'éducation
unige:37270	Section des sciences de l'éducation
unige:37271	Section des sciences de l'éducation
unige:37272	Section des sciences de l'éducation
unige:37273	Section des sciences de l'éducation
unige:37274	Section des sciences de l'éducation
unige:37275	Section des sciences de l'éducation
unige:37276	Section des sciences de l'éducation
unige:37277	Section des sciences de l'éducation
unige:37278	Section des sciences de l'éducation
unige:37279	Section des sciences de l'éducation
unige:37280	Section des sciences de l'éducation
unige:37281	Section des sciences de l'éducation
unige:37282	Section des sciences de l'éducation
unige:37283	Section des sciences de l'éducation
unige:37284	Section des sciences de l'éducation
unige:37285	Section des sciences de l'éducation
unige:37286	Section des sciences de l'éducation
unige:37287	Section des sciences de l'éducation
unige:37288	Section des sciences de l'éducation
unige:37289	Section des sciences de l'éducation
unige:37290	Section des sciences de l'éducation
unige:37291	Section des sciences de l'éducation
unige:37292	Section des sciences de l'éducation
unige:37293	Section des sciences de l'éducation
unige:37294	Section des sciences de l'éducation
unige:37295	Section des sciences de l'éducation
unige:37296	Section des sciences de l'éducation
unige:37297	Section des sciences de l'éducation
unige:37298	Section des sciences de l'éducation
unige:37299	Section des sciences de l'éducation
unige:37300	Section des sciences de l'éducation
unige:37301	Section des sciences de l'éducation
unige:37302	Section des sciences de l'éducation
unige:37303	Section des sciences de l'éducation
unige:37304	Section des sciences de l'éducation
unige:37305	Section des sciences de l'éducation
unige:37306	Section des sciences de l'éducation
unige:37307	Section des sciences de l'éducation
unige:37308	Section des sciences de l'éducation
unige:37309	Section des sciences de l'éducation
unige:37310	Section des sciences de l'éducation
unige:37311	Section des sciences de l'éducation
unige:37312	Section des sciences de l'éducation
unige:37313	Section des sciences de l'éducation
unige:37314	Section des sciences de l'éducation
unige:37315	Section des sciences de l'éducation
unige:37316	Section des sciences de l'éducation
unige:37317	Section des sciences de l'éducation
unige:37318	Section des sciences de l'éducation
unige:37319	Section des sciences de l'éducation
unige:37320	Section des sciences de l'éducation
unige:37321	Section des sciences de l'éducation
unige:37322	Section des sciences de l'éducation
unige:37323	Section des sciences de l'éducation
unige:37324	Section des sciences de l'éducation
unige:37325	Section des sciences de l'éducation
unige:37326	Section des sciences de l'éducation
unige:37327	Section des sciences de l'éducation
unige:37328	Section des sciences de l'éducation
unige:37329	Section des sciences de l'éducation
unige:37330	Section des sciences de l'éducation
unige:37331	Section des sciences de l'éducation
unige:37332	Section des sciences de l'éducation
unige:37333	Section des sciences de l'éducation
unige:37334	Section des sciences de l'éducation
unige:37335	Section des sciences de l'éducation
unige:37336	Section des sciences de l'éducation
unige:37337	Section des sciences de l'éducation
unige:37338	Section des sciences de l'éducation
unige:37339	Section des sciences de l'éducation
unige:37340	Section des sciences de l'éducation
unige:37341	Section des sciences de l'éducation
unige:37342	Section des sciences de l'éducation
unige:37343	Section des sciences de l'éducation
unige:37344	Section des sciences de l'éducation
unige:37345	Section des sciences de l'éducation
unige:37346	Section des sciences de l'éducation
unige:37347	Section des sciences de l'éducation
unige:37348	Section des sciences de l'éducation
unige:37349	Section des sciences de l'éducation
unige:37350	Section des sciences de l'éducation
unige:37352	Section des sciences de l'éducation
unige:37353	Section des sciences de l'éducation
unige:37354	Section des sciences de l'éducation
unige:37355	Section des sciences de l'éducation
unige:37356	Section des sciences de l'éducation
unige:37357	Section des sciences de l'éducation
unige:37358	Section des sciences de l'éducation
unige:37359	Section des sciences de l'éducation
unige:37360	Section des sciences de l'éducation
unige:37361	Section des sciences de l'éducation
unige:37362	Section des sciences de l'éducation
unige:37363	Section des sciences de l'éducation
unige:37364	Section des sciences de l'éducation
unige:37365	Section des sciences de l'éducation
unige:37366	Section des sciences de l'éducation
unige:37367	Section des sciences de l'éducation
unige:37368	Section des sciences de l'éducation
unige:37369	Section des sciences de l'éducation
unige:37370	Section des sciences de l'éducation
unige:37371	Section des sciences de l'éducation
unige:37372	Section des sciences de l'éducation
unige:37373	Section des sciences de l'éducation
unige:37374	Section des sciences de l'éducation
unige:37375	Section des sciences de l'éducation
unige:37376	Section des sciences de l'éducation
unige:37377	Section des sciences de l'éducation
