id	date
unige:168192	1983
unige:168193	2018
unige:168194	1983
unige:168195	2021
unige:168196	2023
unige:168197	1983
unige:168198	1983
unige:168199	2022
unige:168200	2022
unige:168201	2020
unige:168202	2023
unige:168203	2023
unige:168204	2023
unige:168205	2022
unige:168206	2022
unige:168207	2023
unige:168208	2022
unige:168209	1982
unige:168210	1982
unige:168211	1982
unige:168212	1982
unige:168213	1982
unige:168214	1982
unige:168215	1982
unige:168216	1982
unige:168217	1982
unige:168218	1982
unige:168219	1982
unige:168220	2023
unige:168221	2023
unige:168224	2023
unige:168225	2023
unige:168226	2021
unige:168227	2023
unige:168228	2022
unige:168229	2018
unige:168230	2016
unige:168231	2022
unige:168232	2006
unige:168233	2023
unige:168234	2023
unige:168235	2023
unige:168236	2023
unige:168237	2021
unige:168238	2008
unige:168239	2007
unige:168240	2019
unige:168241	2010
unige:168242	2023
unige:168243	2023
unige:168244	2023
unige:168245	2023
unige:168246	2023
unige:168247	2023
unige:168248	2023
unige:168250	2023
unige:168251	2023
unige:168252	2023
unige:168253	2023
unige:168254	2023
unige:168255	2023
unige:168256	2002
unige:168257	2023
unige:168258	2023
unige:168259	2023
unige:168261	2023
unige:168262	2020
unige:168264	1996
unige:168265	1996
unige:168267	2023
unige:168268	2022
unige:168269	2023
unige:168270	2023
unige:168271	2022
unige:168273	2023
unige:168274	2023
unige:168275	2023
unige:168276	2022
unige:168277	2023
unige:168278	1997
unige:168279	1997
unige:168280	1998
unige:168281	2015
unige:168282	2021
unige:168283	2021
unige:168284	2021
unige:168285	2021
unige:168286	2021
unige:168287	2021
unige:168288	2021
unige:168289	2022
unige:168290	2021
unige:168291	2012
unige:168292	2023
unige:168293	2023
unige:168294	2023
unige:168295	2023
unige:168296	2023
unige:168297	2023
unige:168298	2023
unige:168299	2023
unige:168300	2023
unige:168301	2020
unige:168302	2023
unige:168303	2023
unige:168304	2022
unige:168305	2022
unige:168306	2014
unige:168307	2013
unige:168308	2021
unige:168309	2013
unige:168310	2021
unige:168311	2021
unige:168312	2021
unige:168313	2021
unige:168314	2021
unige:168316	2014
unige:168317	2023
unige:168318	2022
unige:168319	2022
unige:168320	2023
unige:168321	2023
unige:168322	2022
unige:168323	2023
unige:168324	2023
unige:168325	2023
unige:168326	2016
unige:168327	2017
unige:168328	2017
unige:168329	2018
unige:168330	2015
unige:168331	2015
unige:168332	2023
unige:168333	2023
unige:168334	2016
unige:168335	2019
unige:168336	2023
unige:168337	2023
unige:168338	2023
unige:168339	2023
unige:168340	2022
unige:168341	2022
unige:168342	2023
unige:168343	2020
unige:168344	2022
unige:168345	2022
unige:168346	2023
unige:168347	2023
unige:168348	2023
unige:168349	2022
unige:168350	2023
unige:168351	2023
unige:168352	2022
unige:168353	2022
unige:168354	2006
unige:168355	2022
unige:168356	2022
unige:168358	2022
unige:168359	2022
unige:168360	2021
unige:168361	2022
unige:168362	2021
unige:168363	2022
unige:168364	2009
unige:168365	2005
unige:168366	2015
unige:168367	2007
unige:168368	2008
unige:168369	2008
unige:168370	2013
unige:168372	2008
unige:168373	2020
unige:168375	2023
unige:168376	2023
unige:168377	2019
unige:168378	2022
unige:168379	2011
unige:168380	2014
unige:168381	2019
unige:168382	2023
unige:168383	2022
unige:168384	2023
unige:168385	2022
unige:168386	2014
unige:168387	2023
unige:168388	2022
unige:168389	2018
unige:168390	2023
unige:168391	2023
unige:168392	2023
unige:168393	2023
unige:168394	2023
unige:168396	2023
unige:168397	2023
unige:168398	2020
unige:168402	2019
unige:168403	2019
unige:168404	2020
unige:168405	2022
unige:168406	2020
unige:168407	2021
unige:168408	2020
unige:168409	2020
unige:168410	2021
unige:168411	2020
unige:168413	2022
unige:168414	2021
unige:168415	2021
unige:168416	2021
unige:168417	2021
unige:168418	2021
unige:168419	2022
unige:168420	2021
unige:168421	2021
unige:168422	2021
unige:168423	2021
unige:168424	2021
unige:168425	2021
unige:168426	2021
unige:168427	2021
unige:168428	2021
unige:168429	2023
unige:168430	1999
unige:168431	1999
unige:168432	2023
unige:168433	2000
unige:168434	2009
unige:168435	2023
unige:168436	2023
unige:168437	2021
unige:168438	2023
unige:168439	2022
unige:168440	2023
unige:168441	2023
unige:168450	2023
unige:168452	2019
unige:168453	2023
unige:168454	2023
unige:168455	2023
unige:168457	2023
unige:168458	2023
unige:168459	2023
unige:168460	2023
unige:168461	2023
unige:168462	2023
unige:168463	2020
unige:168464	2020
unige:168465	2020
unige:168466	1998
unige:168467	1995
unige:168474	2005
unige:168484	2023
unige:168489	2019
unige:168490	2022
unige:168494	2023
unige:168495	2023
unige:168496	2023
unige:168497	2023
unige:168498	2023
unige:168500	2022
unige:168501	2007
unige:168502	2006
unige:168503	2018
unige:168504	2023
unige:168505	2022
unige:168506	2022
unige:168507	2019
unige:168508	2019
unige:168509	2021
unige:168510	2018
unige:10463	2001
unige:10464	1997
unige:10465	2004
unige:10466	2001
unige:10467	1991
unige:10468	2000
unige:10470	2004
unige:10471	1997
unige:10472	2004
unige:10473	2004
unige:10474	1984
unige:10475	1982
unige:10476	2010
unige:10477	1999
unige:10478	1999
unige:10479	1997
unige:10480	1995
unige:10481	1996
unige:10482	1996
unige:10483	1996
unige:10484	1998
unige:10485	2004
unige:10486	2005
unige:10487	2005
unige:10488	2005
unige:10489	2003
unige:10490	2000
unige:10491	2001
unige:10492	2007
unige:10493	1998
unige:10494	2003
unige:10495	2004
unige:10496	2007
unige:10497	2004
unige:10498	2008
unige:10499	2005
unige:10500	1997
unige:10501	2001
unige:10502	1999
unige:10503	1998
unige:10504	1998
unige:10505	2001
unige:10506	2003
unige:10507	2006
unige:10508	2007
unige:10509	2005
unige:10510	2006
unige:10511	2006
unige:10512	1996
unige:10513	1994
unige:10514	2003
unige:10515	2010
unige:10516	1997
unige:10517	1997
unige:10518	1998
unige:10519	2003
unige:10520	2010
unige:10521	2003
unige:10522	1999
unige:10523	2000
unige:10524	2000
unige:10525	1999
unige:10526	2002
unige:10527	2004
unige:10528	2003
unige:10529	2005
unige:10530	1992
unige:10531	1995
unige:10532	1998
unige:10533	1998
unige:10534	2005
unige:10535	2005
unige:10537	1996
unige:10538	2001
unige:10539	2001
unige:10540	2002
unige:10541	2002
unige:10542	2003
unige:10543	2001
unige:10544	2004
unige:10546	1996
unige:10547	1997
unige:10548	1999
unige:10549	1999
unige:10550	1999
unige:10551	2002
unige:10553	1990
unige:10554	1991
unige:10555	2003
unige:10556	2006
unige:10557	2001
unige:10558	2007
unige:10559	1997
unige:10560	1999
unige:10561	1989
unige:10562	2000
unige:10563	2000
unige:10564	1996
unige:10565	1997
unige:10566	2001
unige:168511	2020
unige:168512	2019
unige:168513	2023
unige:168514	2022
unige:168515	2022
unige:168516	2021
unige:168517	2019
unige:168518	2023
unige:168519	2023
unige:168520	2021
unige:168521	2022
unige:168522	2021
unige:168523	2022
unige:168524	2023
unige:168525	2021
unige:168526	2021
unige:168527	2022
unige:168528	2022
unige:168529	2022
unige:168530	2022
unige:168531	2022
unige:168532	2022
unige:168536	2021
unige:168537	2016
unige:168538	2009
unige:168539	2023
unige:168540	2021
unige:168541	2008
unige:168542	2023
unige:168543	2021
unige:168544	1982
unige:168545	1982
unige:168546	1982
unige:168547	1982
unige:168548	1982
unige:168549	1982
unige:168550	1982
unige:168551	1982
unige:168552	1982
unige:168553	2022
unige:168554	2023
unige:168555	2023
unige:168556	2021
unige:168557	2023
unige:168558	1981
unige:168559	1982
unige:168560	1982
unige:168561	1982
unige:168562	1982
unige:168563	1982
unige:168564	1982
unige:168565	1982
unige:168566	2020
unige:168567	2021
unige:168568	2021
unige:168569	2021
unige:168570	2021
unige:168571	2021
unige:168572	2021
unige:168573	2022
unige:168574	2021
unige:168575	2021
unige:168576	2021
unige:168577	2022
unige:168578	2023
unige:168579	2022
unige:168580	2023
unige:168581	2023
unige:168582	2021
unige:168583	2023
unige:168584	2023
unige:168585	2023
unige:168586	2023
unige:168587	2023
unige:168588	2023
unige:168589	2020
