id	pmid
unige:1678	18433411
unige:1679	18528715
unige:1680	18591960
unige:1681	18602501
unige:1682	18626658
unige:1683	18722665
unige:1685	19143927
unige:1686	19212115
unige:1687	18775478
unige:1688	18779846
unige:1689	18839139
unige:1690	18930331
unige:1691	19081898
unige:1692	18227829
unige:1701	18658195
unige:1703	19291144
unige:1704	18556707
unige:1705	18471774
unige:1706	19006518
unige:1707	18785849
unige:1708	18708923
unige:1709	18436898
unige:1711	18832877
unige:1712	18990748
unige:1714	19164210
unige:1715	18097233
unige:1716	18386465
unige:1717	19150951
unige:1718	18830131
unige:1719	18500343
unige:1720	18449888
unige:1721	16154451
unige:18953	22210829
unige:18970	8389620
unige:18971	8440258
unige:18972	2169435
unige:18973	2365692
unige:18974	2307674
unige:18977	7909812
unige:18978	16957306
unige:18980	18683665
unige:18981	18282511
unige:18982	18431079
unige:18983	18423423
unige:18984	18984301
unige:18985	18226992
unige:18986	18373318
unige:18987	17506922
unige:18988	18990995
unige:18989	18974192
unige:18990	18780974
unige:18991	19106887
unige:18992	18724652
unige:18993	18548172
unige:18994	18309446
unige:18995	18454391
unige:18996	18314742
unige:18997	19177913
unige:18998	18074630
unige:18999	18351041
unige:19000	19292303
unige:19001	19186781
unige:19002	18579901
unige:19003	18597654
unige:19004	18822879
unige:19005	18456059
unige:19006	18082232
unige:19007	18160086
unige:19008	18853864
unige:19009	18846977
unige:19010	18581654
unige:19011	18405392
unige:19012	19087296
unige:19013	18507872
unige:19014	19096521
unige:19015	19043577
unige:19016	18974877
unige:19017	18208332
unige:19018	18846210
unige:19019	18613745
unige:19020	18446234
unige:19021	18997861
unige:19022	18654868
unige:19023	17897890
unige:19024	17721718
unige:19025	19020249
unige:19026	18941055
unige:19027	18236339
unige:19028	18480009
unige:19029	18371538
unige:19030	18456040
unige:19031	18470923
unige:19032	18829891
unige:19033	17932404
unige:19034	18520437
unige:19035	18361010
unige:19036	19034097
unige:19037	18765698
unige:19038	17894381
unige:19039	17906299
unige:19040	18790951
unige:19041	18721568
unige:19042	18805220
unige:19043	17954690
unige:19044	18092941
unige:19046	18757578
unige:19047	18955643
unige:19048	18474736
unige:19049	18268231
unige:19050	18721914
unige:19052	18434107
unige:19053	18207056
unige:19054	18821692
unige:19055	18240234
unige:19056	18812744
unige:19057	18501438
unige:19058	19028358
unige:19059	18092949
unige:19060	18515060
unige:19061	18502215
unige:19062	18694413
unige:19063	18650467
unige:19064	17901250
unige:19065	18650468
unige:19066	18298870
unige:19067	17618714
unige:19068	18539335
unige:19069	18241810
unige:19070	18166755
unige:19071	18349274
unige:19072	18381423
unige:19073	18485875
unige:19074	18922076
unige:19075	18783985
unige:19076	18567536
unige:19077	18539364
unige:19078	17936601
unige:19079	18759997
unige:19080	18458555
unige:19081	18594289
unige:19082	17960640
unige:19083	18356409
unige:19084	18612626
unige:19085	18361538
unige:19086	18511515
unige:19087	18358786
unige:19088	18349025
unige:19089	18501668
unige:19090	18523456
unige:19091	18398435
unige:19092	18958874
unige:19093	18239919
unige:19094	19012235
unige:19095	18437656
unige:19096	18978146
unige:19097	18439487
unige:19098	19121307
unige:19099	18687806
unige:19100	18263705
unige:19101	18291374
unige:19102	17291765
unige:19103	17467275
unige:19104	18198338
unige:19105	17947446
unige:19106	18408360
unige:19107	18098123
unige:19108	18631193
unige:19109	17925330
unige:19110	18852201
unige:19111	18678599
unige:19112	17918732
unige:19113	18570976
unige:19114	18599400
unige:19115	18424188
unige:19116	18580323
unige:19117	18294779
unige:19118	18068310
unige:19119	18853105
unige:19120	18989226
unige:19121	18280578
unige:19122	18454755
unige:19123	18510582
unige:19124	18184218
unige:19125	18304207
unige:19126	19140257
unige:19127	18417469
unige:19128	18442314
unige:19129	18304143
unige:19130	17684515
unige:19131	18044016
unige:19132	18812842
unige:19133	18812875
unige:19134	18922663
unige:19135	18818302
unige:19136	18211641
unige:19137	18195073
unige:19138	19107038
unige:19139	18563042
unige:19140	18563043
unige:19141	18443885
unige:19142	18726133
unige:19143	18354177
unige:19144	18476292
unige:19145	18476293
unige:19146	18587716
unige:19147	19009335
unige:19148	17898034
unige:19149	17928327
unige:19150	19074034
unige:19151	18639737
unige:19152	18926236
unige:19153	18771381
unige:19154	17959745
unige:19155	18006575
unige:19156	18187467
unige:19157	18403421
unige:19158	18166506
unige:19159	18248863
unige:19160	19367715
unige:19161	18541470
unige:19162	18572009
unige:19163	18391717
unige:19164	18085621
unige:19165	18262556
unige:19166	18329471
unige:19167	18301193
unige:19168	18829761
unige:19169	18668667
unige:19170	18608882
unige:19171	18662572
unige:19172	18180767
unige:19173	18792122
unige:19174	18668617
unige:19175	18228569
unige:19176	19005196
unige:19177	18259167
unige:19178	18477986
unige:19179	18443581
unige:19180	18516052
unige:19181	18329352
unige:19182	18243086
unige:19183	18533817
unige:19184	17420070
unige:19185	18424056
unige:19186	18356081
unige:19187	17977022
unige:19188	18690506
unige:19189	18413568
unige:19190	18981379
unige:19191	18852447
unige:19192	18304487
unige:19193	18521002
unige:19194	18797303
unige:19195	18596423
unige:19196	18824991
unige:19197	18728610
unige:19198	18806660
unige:19199	18547841
unige:19201	18715972
unige:19202	18338394
unige:19203	18623220
unige:19204	18175164
unige:19205	18762514
unige:19206	18305172
unige:19207	21136901
unige:19208	18279029
unige:19209	17383854
unige:19211	18243426
unige:19212	18023935
unige:19213	18609277
unige:19214	18573137
unige:19215	18949477
unige:19216	18444229
unige:19217	18483423
unige:19218	18365944
unige:19219	18074183
unige:19220	18587690
unige:19221	18989542
unige:19223	18353095
unige:19224	18662368
unige:19225	18551078
unige:19226	19034004
unige:19227	18378036
unige:19228	18551270
unige:19229	19083164
unige:19230	19134164
unige:19231	19152670
unige:19232	19134162
unige:19235	8164745
unige:19236	1713129
unige:19288	21454788
unige:19310	21576261
unige:19311	21041653
unige:19312	21790814
unige:19313	20452268
unige:19320	1487988
unige:19321	21395889
unige:19322	21447069
unige:19323	1341038
unige:19324	20427465
unige:19325	19895401
unige:19326	19789277
unige:19327	19165148
unige:19328	14739338
unige:19329	16039155
unige:19330	16829591
unige:19331	18266923
unige:19333	22237256
unige:19342	8583917
unige:19343	8824394
unige:19344	8583928
unige:19358	21672634
unige:19368	21498087
unige:19369	22440653
unige:19379	18022365
unige:19380	11728322
unige:19418	22240387
unige:19423	21602906
unige:19424	20810649
unige:19425	20519581
unige:19426	19571181
unige:19427	19169243
unige:19428	18957205
unige:19429	18394429
unige:19430	17056718
unige:19431	16954382
unige:19432	15692572
unige:19433	15519698
unige:19434	15157358
unige:19435	15145353
unige:19436	14593109
unige:19437	12791298
unige:19438	12778054
unige:19439	12417727
unige:19458	12192043
unige:19459	11412847
unige:19460	11390651
unige:19469	22326562
unige:19476	19787069
unige:19477	19444969
unige:19478	19117776
unige:19479	18972650
unige:19480	19204839
unige:19481	19493364
unige:19482	19135722
unige:19483	19056124
unige:19484	19487030
unige:19485	19143591
unige:19486	19683776
unige:19487	20225467
unige:19488	19339565
unige:19489	20047130
unige:19490	19707589
unige:19491	19684854
unige:19492	19571649
unige:19493	20027231
unige:19494	19169902
unige:19495	19917178
unige:19496	19356006
unige:19497	19634081
unige:19498	19492195
unige:19499	19865052
unige:19500	19570232
unige:19501	20014554
unige:19502	19356003
unige:19503	19701463
unige:19504	19847291
unige:19505	19204837
unige:19506	19755355
unige:19507	19657551
unige:19508	19393535
unige:19509	19374601
unige:19510	19554513
unige:19511	19277403
unige:19512	19404542
unige:19513	19350132
unige:19514	19950025
unige:19515	21994542
unige:19516	20154507
unige:19517	19402895
unige:19518	19652186
unige:19519	19447197
unige:19520	19529990
unige:19521	19680831
unige:19522	19404558
unige:19523	19944480
unige:19524	19132208
unige:19525	19496482
unige:19526	19851916
unige:19527	19788740
unige:19528	19452292
unige:19529	19374688
unige:19530	19906289
unige:19531	19355909
unige:19532	19374461
unige:19533	19453201
unige:19534	19320531
unige:19535	19571643
unige:19536	19806270
unige:19537	19571652
unige:19538	19554086
unige:19539	19275669
unige:19540	19355878
unige:19541	20003486
unige:19542	19492081
unige:19543	19384808
unige:19544	19492047
unige:19545	18948875
unige:19546	20179410
unige:19547	20043847
unige:19548	19062093
unige:19549	19936376
unige:19550	20209735
unige:19551	19874731
unige:19552	19317902
unige:19553	19645559
unige:19554	19307689
unige:19555	19455904
unige:19556	19898711
unige:19557	18722663
unige:19558	19476213
unige:19559	18663501
unige:19560	19384784
unige:19561	19675430
unige:19562	20047134
unige:19563	19571642
unige:19564	19571651
unige:19565	19151905
unige:19566	19683990
unige:19567	19707980
unige:19568	19795077
unige:19570	19746799
unige:19571	19629768
unige:19572	19387774
unige:19573	19573496
unige:19574	19929612
unige:19575	19536417
unige:19576	19144117
unige:19577	19920268
unige:19578	19450265
unige:19579	19629767
unige:19580	19291301
unige:19581	19343178
unige:19582	19652874
unige:19583	19212605
unige:19584	19758442
unige:19585	18835643
unige:19586	19507126
unige:19587	19088264
unige:19588	19740429
unige:19589	19197694
unige:19590	19350425
unige:19599	20693667
unige:19600	18533652
unige:19601	19657336
unige:19602	19716701
unige:19603	19030923
unige:19604	19130159
unige:19605	19416109
unige:19606	19218602
unige:19607	18931887
unige:19608	19934320
unige:19609	19411006
unige:19610	19167609
unige:19611	19559372
unige:19612	19343776
unige:19613	19506301
unige:19614	18374408
unige:19615	18809632
unige:19616	18215505
unige:19617	18201126
unige:19618	18596541
unige:19619	18567692
unige:19620	18192886
unige:19621	18586622
unige:19622	18390374
unige:19623	18854249
unige:19624	18192712
unige:19625	18956346
unige:19626	19131796
unige:19627	17989719
unige:19628	18196229
unige:19629	19131826
unige:19630	19419602
unige:19631	19583618
unige:19632	19812100
unige:19633	19540950
unige:19634	19289520
unige:19635	19900232
unige:19636	18838390
unige:19637	19340499
unige:19638	19094177
unige:19639	19289295
unige:19640	19196296
unige:19641	19066847
unige:19642	19125232
unige:19643	19205660
unige:19644	19527139
unige:19645	19739086
unige:19646	19225447
unige:19647	19247336
unige:19648	19328283
unige:19649	18851925
unige:19650	19149857
unige:19651	19440698
unige:19652	19349206
unige:19653	19644049
unige:19654	19155328
unige:19655	19327577
unige:19656	19096745
unige:19658	19168373
unige:19659	19220488
unige:19660	19483115
unige:19661	19050845
unige:19662	19245962
unige:19663	20002090
unige:19664	19698878
unige:19665	19533560
unige:19666	19465847
unige:19667	18795964
unige:19668	19380754
unige:19669	19081516
unige:19670	19660668
unige:19671	19344310
unige:19673	19851225
unige:19674	19419373
unige:19675	19538237
unige:19676	19597492
unige:19677	18827954
unige:19678	19459231
unige:19679	19317740
unige:19680	19413818
unige:19681	19070913
unige:19682	19352119
unige:19683	19880172
unige:19684	19823103
unige:19685	19054384
unige:19686	19405790
unige:19687	19807784
unige:19688	19039318
unige:19689	19665246
unige:19690	19365842
unige:19691	19302958
unige:19692	19700938
unige:19693	19373906
unige:19694	19837663
unige:19695	19434746
unige:19696	20088986
unige:19697	19845802
unige:19698	18849400
unige:19699	19597358
unige:19700	19321313
unige:19701	18571295
unige:19702	19132414
unige:19703	19699172
unige:19704	19369134
unige:19705	18801900
unige:19706	19063681
unige:19707	19251780
unige:19708	19672078
unige:19709	18834327
unige:19710	19477657
unige:19711	19567600
unige:19712	19301366
unige:19713	19184218
unige:19714	19116734
unige:19715	19076838
unige:19716	19466494
unige:19717	19966617
unige:19718	19255448
unige:19719	19196650
unige:19720	19435738
unige:19721	19240107
unige:19722	19470595
unige:19723	19250073
unige:19725	19284419
unige:19726	19307862
unige:19727	19261298
unige:19728	19764902
unige:19729	19054390
unige:19730	19196817
unige:19731	19322018
unige:19732	19118966
unige:19733	19522725
unige:19734	19541078
unige:19735	19272548
unige:19736	19624498
unige:19737	19891865
unige:19738	19880710
unige:19739	19074654
unige:19740	19782706
unige:19741	19086917
unige:19742	19531591
unige:19743	19267838
unige:19744	19632322
unige:19745	19443532
unige:19746	19350631
unige:19747	19491146
unige:19748	19541352
unige:19749	19258078
unige:19750	19837632
unige:19751	19430873
unige:19752	19562329
unige:19753	19167699
unige:19754	19682157
unige:19755	19930377
unige:19756	19122541
unige:19757	19326310
unige:19758	19588283
unige:19759	19854322
unige:19760	19336809
unige:19761	19269351
unige:19762	19730175
unige:19763	19694946
unige:19764	18179844
unige:19765	18657149
unige:19766	20104058
unige:19767	18977543
unige:19768	19719786
unige:19769	19183117
unige:19770	19797650
unige:19771	19166859
unige:19772	19633647
unige:19773	19423385
unige:19774	19363625
unige:19775	19854607
unige:19776	19713482
unige:19777	19144096
unige:19778	19944205
unige:19779	19571253
unige:19780	19034049
unige:19781	19405000
unige:19782	19443096
unige:19783	19614953
unige:19784	18679131
unige:19785	19474715
unige:19786	19555743
unige:19787	19536175
unige:19788	20070674
unige:19789	19154253
unige:19790	19549098
unige:19791	19662425
unige:19792	19806055
unige:19793	19644012
unige:19794	19843415
unige:19795	19426116
unige:19796	19289457
unige:19797	19131571
unige:19798	19170703
unige:19799	19834022
unige:19800	19359578
unige:19801	19114900
unige:19802	19022585
unige:19803	19103657
unige:19804	19157716
unige:19805	19128941
unige:19806	19055478
unige:19807	19574943
unige:19808	19783590
unige:19809	19151020
unige:19810	19416802
unige:19811	19318048
unige:19812	19598006
unige:19813	19036060
unige:19814	19243557
unige:19815	19433588
unige:19816	19151362
unige:19817	19409532
unige:19818	19131953
unige:19819	19908332
unige:19820	19681129
unige:19821	19713419
unige:19822	19749199
unige:19823	19435757
unige:19824	19862010
unige:19825	19174425
unige:19826	19891866
unige:19827	19796987
unige:19828	19786493
unige:19829	19329111
unige:19830	19520800
unige:19831	19073260
unige:19832	19200693
unige:19833	19434705
unige:19834	19543055
unige:19835	19038445
unige:19836	19813279
unige:19837	18697798
unige:19838	18316254
unige:19839	19727868
unige:19840	19908309
unige:19841	20035046
unige:19842	19642176
unige:19843	19153742
unige:19844	19264141
unige:19845	19427005
unige:19846	20168104
unige:19847	19759361
unige:19848	19455549
unige:19849	19152890
unige:19850	19275832
unige:19851	19567799
unige:19852	19826176
unige:19853	19352148
unige:19854	19664168
unige:19855	19303985
unige:19856	19590891
unige:19857	19211910
unige:19858	19136953
unige:19859	19573957
unige:19860	19664836
unige:19861	19361755
unige:19862	19682325
unige:19863	18801052
unige:19864	19219658
unige:19865	18940856
unige:19866	19396674
unige:19867	19061975
unige:19868	19750108
unige:19869	19752384
unige:19870	19155633
unige:19871	19839983
unige:19872	18726182
unige:19873	19331743
unige:19874	19773227
unige:19875	19149800
unige:19876	18437420
unige:19877	19808957
unige:19878	19757360
unige:19879	19423552
unige:19880	19201174
unige:19881	19013118
unige:19882	19274459
unige:19883	18945626
unige:19884	18022260
unige:19885	19223471
unige:19886	19422664
unige:19887	19372023
unige:19888	18829211
unige:19889	19512990
unige:19890	19923833
unige:19891	19496651
unige:19892	18663444
unige:19893	19422330
unige:19894	19280117
unige:19895	19430482
unige:19896	19995240
unige:19897	19576266
unige:19898	18812700
unige:19899	19490906
unige:19900	19091723
unige:19901	18522633
unige:19902	19359271
unige:19903	19210616
unige:19904	19481476
unige:19905	19659473
unige:19906	19103446
unige:19907	19753620
unige:19908	19195895
unige:19909	19235279
unige:19910	19221845
unige:19911	19028069
unige:19912	19346741
unige:19913	19752740
unige:19914	19482905
unige:19915	19183198
unige:19916	19796657
unige:19917	19228281
unige:19918	18762362
unige:19919	19430479
unige:19920	19249446
unige:19921	19182479
unige:19922	19383408
unige:19923	19383407
unige:19924	19632367
unige:19925	19752746
unige:19926	19446493
unige:19927	18974918
unige:19928	18987353
unige:19929	19931793
unige:19930	19493999
unige:19931	19694976
unige:19933	19401685
unige:19934	19457827
unige:19935	19574438
unige:19936	19197252
unige:19937	19333972
unige:19938	19181533
unige:19939	18996979
unige:19940	19136920
unige:19941	19615989
unige:19942	19934873
unige:19943	19443576
unige:19944	20004126
unige:19945	19734425
unige:19946	19706015
unige:19947	19058754
unige:19948	19303014
unige:19949	19917888
unige:19950	19455027
unige:19951	19280229
unige:19952	19550432
unige:19953	19021597
unige:19954	18949003
unige:19955	19525725
unige:19956	18535593
unige:1778	18466833
unige:1779	19267110
unige:1780	17868337
unige:1781	18427149
unige:1782	18718755
unige:1784	18428080
unige:1791	18722062
unige:1793	18761412
unige:1796	18718029
unige:1797	18512228
unige:1798	18022865
unige:1803	19441039
unige:1804	18790278
unige:1805	18814067
unige:1806	18379013
unige:1807	17971482
unige:1809	19339785
unige:1810	18650972
unige:1811	18383154
unige:1812	17675143
unige:1813	19133096
unige:1814	18023358
unige:1815	19248109
unige:1816	18613828
unige:1817	18609176
unige:1825	18025410
unige:1826	18664535
unige:1827	17994216
unige:1828	18719127
unige:1829	18694973
unige:1830	18713957
unige:19957	18652579
unige:19958	18577185
unige:19959	19800293
unige:19960	19109800
unige:19961	19301207
unige:19962	19136892
unige:19963	19798729
unige:19964	19437328
unige:19965	19389215
unige:19966	19060930
unige:19967	19151046
unige:19968	19212812
unige:19969	19415978
unige:19970	19659825
unige:19971	19793314
unige:19972	19018954
unige:19973	19671069
unige:19974	19672323
unige:19975	19151033
unige:19976	19162037
unige:19977	19220391
unige:19978	19373464
unige:19979	19415282
unige:19980	19520311
unige:19981	19187936
unige:19982	19390623
unige:19983	19968571
unige:19984	19467857
unige:19985	19289089
unige:19986	19692139
unige:19987	19016488
unige:19988	19713422
unige:19989	19552645
unige:19990	19566651
unige:19991	19050823
unige:19992	19820427
unige:19993	19332271
unige:19994	19054684
unige:19995	19702277
unige:19996	19541530
unige:19997	19217613
unige:19998	19177449
unige:19999	19741300
unige:20000	19132131
unige:20001	19380170
unige:20002	19340895
unige:20003	19187070
unige:20004	19152016
unige:20005	19098172
unige:20007	19573674
unige:20008	18608675
unige:20009	19420258
unige:20010	19855918
unige:20011	19238053
unige:20012	19132688
unige:20013	19906989
unige:20014	19505938
unige:20015	19583821
unige:20016	19357846
unige:20017	19191651
unige:20018	19560206
unige:20019	19302589
unige:20020	19252172
unige:20021	19752202
unige:20022	19775861
unige:20023	18803589
unige:20024	19566729
unige:20025	19349555
unige:20026	19131364
unige:20027	18653177
unige:20028	19307355
unige:20029	19112162
unige:20030	19305409
unige:20031	19196370
unige:20032	19124174
unige:20033	19063948
unige:20034	19836310
unige:20035	19113915
unige:20036	19796067
unige:20037	19295612
unige:20038	18797875
unige:20039	19128991
unige:20040	19602964
unige:20041	19032408
unige:20042	19231307
unige:20043	19243494
unige:20044	18949816
unige:20045	19862336
unige:20046	19837254
unige:20047	19038381
unige:20048	19300259
unige:20049	19085955
unige:20050	19002166
unige:20051	19049824
unige:20052	18672340
unige:20053	19787636
unige:20054	19483681
unige:20055	19308076
unige:20056	19595490
unige:20058	19617340
unige:20059	19198893
unige:20060	19427371
unige:20061	19096352
unige:20062	19586743
unige:20063	19650751
unige:20064	19066328
unige:20065	19286389
unige:20066	19507167
unige:20067	19465425
unige:20068	19246766
unige:20069	19948488
unige:20070	19696424
unige:20071	19264329
unige:20072	19744522
unige:20073	18774698
unige:20074	19427171
unige:20075	19539730
unige:20076	19522050
unige:20077	18853183
unige:20078	19191643
unige:20079	19353590
unige:20080	19151198
unige:20081	19914919
unige:20082	19251725
unige:20083	18704406
unige:20085	20017061
unige:20086	19084081
unige:20087	19307784
unige:20088	19243562
unige:20089	19566658
unige:20090	20042055
unige:20091	19539696
unige:20092	19729362
unige:20093	19925983
unige:20094	19231804
unige:20095	19553851
unige:20096	19393761
unige:20097	19153241
unige:20098	19403492
unige:20099	19307780
unige:20100	19077815
unige:20101	19880409
unige:20102	19467501
unige:20103	19147595
unige:20105	19240757
unige:20106	19203433
unige:20107	19555858
unige:20108	19505748
unige:20109	19458175
unige:20110	18931847
unige:20111	19793785
unige:20112	19660807
unige:20113	19443675
unige:20114	19365127
unige:20115	19139895
unige:20116	19279666
unige:20117	19299161
unige:20118	19144657
unige:20119	19135240
unige:20120	19208848
unige:20121	19657145
unige:20122	19278914
unige:20123	19563432
unige:20124	19481392
unige:20125	19696851
unige:20126	19326214
unige:20127	19395959
unige:20128	19152426
unige:20129	18713144
unige:20130	19996928
unige:20131	19386075
unige:20132	19830790
unige:20133	19084562
unige:20134	19467289
unige:20135	19164327
unige:20136	19228754
unige:20137	19683372
unige:20138	19128997
unige:20139	19732794
unige:20140	19232739
unige:20141	19036368
unige:20142	19605325
unige:20143	20023108
unige:20144	19344433
unige:20145	19805154
unige:20146	19625476
unige:20147	19675216
unige:20148	19331577
unige:20149	18931701
unige:20150	19002616
unige:20151	19343772
unige:20152	19500136
unige:20153	19208855
unige:20154	19576854
unige:20155	19484218
unige:20156	19488826
unige:20157	19072831
unige:20158	19237305
unige:20159	19153724
unige:20160	19448200
unige:20161	19207914
unige:20162	19694973
unige:20163	19417600
unige:20164	19087222
unige:20165	19201620
unige:20166	19584749
unige:20167	19408351
unige:20168	19781891
unige:20169	19767115
unige:20170	19782417
unige:20171	19596171
unige:20172	19541463
unige:20173	19274428
unige:20174	20004288
unige:20175	19136889
unige:20176	19535709
unige:20177	19165153
unige:20178	19453995
unige:20179	19703322
unige:20180	19996042
unige:20181	19681147
unige:20182	19440717
unige:20183	18975038
unige:20184	19247650
unige:20187	19427800
unige:20188	19282460
unige:20189	19672654
unige:20190	19487942
unige:20191	19404078
unige:20192	16675665
unige:20194	22346760
unige:20261	21763611
unige:20263	20850011
unige:20264	17335847
unige:20271	21550074
unige:20365	11509911
unige:20366	11785689
unige:20367	11785690
unige:20369	11522474
unige:20375	22397711
unige:20376	22399295
unige:20424	21302773
unige:20425	20942779
unige:20426	20684126
unige:20427	20383964
unige:20428	20469666
unige:20429	20945605
unige:20430	20841748
unige:20431	20684129
unige:20432	20938570
unige:20433	20875358
unige:20434	20384268
unige:20435	20110923
unige:20436	20104374
unige:20437	20170027
unige:20438	20218177
unige:20439	20218174
unige:20440	20684128
unige:20441	20373699
unige:20442	21268418
unige:20443	21268417
unige:20444	20196436
unige:20445	21053494
unige:20446	20469664
unige:20447	21140904
unige:20448	20648788
unige:20449	20218179
unige:20450	20648402
unige:20451	20229726
unige:20452	20939396
unige:20453	21294307
unige:20454	20170023
unige:20455	20469663
unige:20456	20383970
unige:20457	21125726
unige:20458	20196429
unige:20459	21096838
unige:20460	20194244
unige:20461	20218180
unige:20462	20377995
unige:20463	21174834
unige:20464	20334083
unige:20465	21073288
unige:20466	20614754
unige:20467	20524860
unige:20468	21207737
unige:20469	21207738
unige:20470	20559155
unige:20471	20455507
unige:20472	19835991
unige:20473	20648398
unige:20474	20876944
unige:20475	20344997
unige:20476	20131111
unige:20477	20963955
unige:20478	20357462
unige:20479	20370950
unige:20480	21053490
unige:20481	21053496
unige:20482	20939395
unige:20483	20598813
unige:20484	20847435
unige:20485	20383965
unige:20486	20144921
unige:20487	20841789
unige:20488	20432990
unige:20489	20170028
unige:20490	20713178
unige:20491	20221880
unige:20492	20815422
unige:20493	20008942
unige:20494	20961515
unige:20495	20170033
unige:20496	20938562
unige:20497	20572356
unige:20498	20192622
unige:20499	20432992
unige:20500	21174833
unige:20501	20126963
unige:20502	20539910
unige:20503	20408367
unige:20504	21053493
unige:20505	20204790
unige:20506	20979971
unige:20507	20657361
unige:20508	21388057
unige:20509	20572352
unige:20510	20217499
unige:20511	20857842
unige:20512	20383966
unige:20513	20516560
unige:20514	20404452
unige:20515	20336609
unige:20516	22288100
unige:20517	20229884
unige:20518	20388676
unige:20519	20299999
unige:20520	20648785
unige:20521	20069472
unige:20522	20192711
unige:20523	21174832
unige:20524	21568052
unige:20525	20557227
unige:20526	20170032
unige:20527	20936932
unige:20528	20939399
unige:20529	20334086
unige:20530	20234891
unige:20531	20334918
unige:20532	21095755
unige:20533	20939397
unige:20534	20096218
unige:20535	20841889
unige:20536	20218178
unige:20537	20131123
unige:20538	20407958
unige:20539	20349362
unige:20540	20509122
unige:20541	19674791
unige:20542	20334081
unige:20543	20958172
unige:20544	20614755
unige:20545	20684125
unige:20546	20684439
unige:20547	20701016
unige:20548	21294306
unige:20549	20827175
unige:20550	20939398
unige:20551	21119343
unige:20552	20228725
unige:20553	20173394
unige:20554	20965407
unige:20555	21207732
unige:20556	21207733
unige:20557	21097230
unige:20558	20411616
unige:20559	21085911
unige:20560	21167427
unige:20561	20701019
unige:20562	20557225
unige:20563	20859556
unige:20564	20469660
unige:20565	20196437
unige:20566	20919640
unige:20567	20349695
unige:20568	21337904
unige:20569	20458652
unige:20570	20564863
unige:20571	20518154
unige:20572	20432995
unige:20573	20614753
unige:20574	21137465
unige:20575	20126961
unige:20576	20432994
unige:20577	21131406
unige:20578	20360315
unige:20579	20508898
unige:20580	20031498
unige:20581	20939402
unige:20582	21242921
unige:20583	20443470
unige:20584	20126959
unige:20585	20664888
unige:20586	21137461
unige:20587	20939400
unige:20588	20193102
unige:20589	20225594
unige:20590	21294302
unige:20591	21089560
unige:20592	20543324
unige:20593	19577299
unige:20594	20806561
unige:20595	20809662
unige:20597	20543422
unige:20598	20441236
unige:20599	20941398
unige:20600	20811451
unige:20601	20802479
unige:20602	20485506
unige:20603	21179550
unige:20604	20846396
unige:20605	20833509
unige:20606	20619604
unige:20607	20927389
unige:20608	20082713
unige:20609	20598161
unige:20610	20417712
unige:20611	20233417
unige:20612	20431599
unige:20613	20686620
unige:20614	20062812
unige:20615	21092113
unige:20616	20489733
unige:20617	21074499
unige:20618	20485673
unige:20619	20569505
unige:20620	20467441
unige:20621	20847324
unige:20622	20727146
unige:20623	20642840
unige:20624	20356356
unige:20625	21206754
unige:20626	20118932
unige:20627	20950464
unige:20628	20227646
unige:20629	20228710
unige:20630	21209834
unige:20631	20833324
unige:20632	20195532
unige:20633	20683358
unige:20634	20553587
unige:20635	20548944
unige:20636	20844574
unige:20637	20862287
unige:20638	21151985
unige:20639	20671709
unige:20640	20548773
unige:20641	20463812
unige:20642	20019113
unige:20643	20525275
unige:20644	20920195
unige:20645	19966799
unige:20646	20525242
unige:20647	20019103
unige:20648	20667782
unige:20649	21179564
unige:20650	20193053
unige:20651	20502679
unige:20652	20426861
unige:20653	20436684
unige:20654	20504345
unige:20655	20446848
unige:20656	20838588
unige:20657	20973950
unige:20658	20081116
unige:20659	20504309
unige:20660	21124862
unige:20661	20609111
unige:20662	20196860
unige:20663	21085665
unige:20664	20656296
unige:20665	20806111
unige:20666	20920294
unige:20667	20597486
unige:20670	20818459
unige:20671	20824590
unige:20672	20870180
unige:20673	20463635
unige:20674	19319592
unige:20675	20461026
unige:20676	19688398
unige:20677	20054569
unige:20678	20526598
unige:20679	20182374
unige:20680	20502248
unige:20681	20111966
unige:20682	19908022
unige:20683	20186575
unige:20684	20505508
unige:20685	20405223
unige:20687	20308867
unige:20688	19851781
unige:20689	21112600
unige:20690	20458851
unige:20691	20203173
unige:20692	20177350
unige:20693	20145529
unige:20696	20585879
unige:20697	20890693
unige:20698	20369504
unige:20699	20043769
unige:20700	20658760
unige:20701	20303131
unige:20702	20174999
unige:20703	20305442
unige:20704	20428886
unige:20705	20942632
unige:20706	19894057
unige:20707	20118730
unige:20708	21111433
unige:20709	20644502
unige:20710	19996986
unige:20711	19760231
unige:20712	21042077
unige:20713	20232043
unige:20714	20440601
unige:20715	20943453
unige:20716	20175257
unige:20717	20521894
unige:20718	20508966
unige:20719	21104474
unige:20720	19878517
unige:20721	21053568
unige:20722	19829166
unige:20723	20184398
unige:20724	21611063
unige:20725	20354280
unige:20726	20858875
unige:20727	20228912
unige:20728	20471273
unige:20729	19921145
unige:20730	20817877
unige:20731	20392906
unige:20732	20110337
unige:20733	20693283
unige:20734	20178866
unige:20735	20231680
unige:20736	20537614
unige:20737	20870770
unige:20738	19794127
unige:20739	20205167
unige:20740	21079183
unige:20741	19584821
unige:20742	20509080
unige:20743	19619977
unige:20744	20929810
unige:20745	20816771
unige:20746	20402743
unige:20747	20186843
unige:20748	20009949
unige:20749	20194341
unige:20750	20059487
