id	pmid
unige:10482	8886357
unige:10483	8694432
unige:10484	9674512
unige:10485	15070000
unige:10486	16289871
unige:10487	15635392
unige:10488	16186033
unige:10489	12740580
unige:10490	10840400
unige:10491	11353724
unige:10492	17395574
unige:10493	9721918
unige:10494	12615646
unige:10495	15156797
unige:10496	16854439
unige:10497	15494727
unige:10498	19074955
unige:10499	16197681
unige:10500	9339337
unige:10501	11257285
unige:10502	9989027
unige:10503	9506563
unige:10504	9758224
unige:10505	11298800
unige:10506	12786978
unige:10507	16697581
unige:10508	17418473
unige:10509	15851884
unige:10510	16581949
unige:10511	16572258
unige:10512	8978823
unige:10513	8027787
unige:10514	13677817
unige:10515	20371813
unige:10516	9295377
unige:10517	9030622
unige:10518	9786223
unige:10519	14561410
unige:10520	19896520
unige:10521	12667239
unige:10522	10658610
unige:10523	11098122
unige:10524	11069593
unige:10525	10457170
unige:10526	11958870
unige:10527	14627627
unige:10528	14691144
unige:10529	16354833
unige:10530	1504260
unige:10531	7837228
unige:10532	9748356
unige:10533	9655529
unige:10539	11465429
unige:10540	12203328
unige:10541	12240941
unige:10543	11543689
unige:10544	17191882
unige:10548	10441277
unige:10551	12443774
unige:10554	2016703
unige:10555	12642287
unige:10556	16779709
unige:10557	11697469
unige:10558	17335184
unige:10559	9205815
unige:10561	2521253
unige:10562	10841799
unige:168520	34669295
unige:168521	35000235
unige:168522	34600188
unige:168525	34960142
unige:168526	34471285
unige:168556	34074880
unige:168563	6750656
unige:168568	34048861
unige:168569	33804886
unige:168570	33599412
unige:168571	33563499
unige:168572	33285564
unige:168574	33971650
unige:168575	34788255
unige:168576	33208941
unige:168582	34077036
unige:168610	37075654
unige:168611	36726795
unige:168618	37013646
unige:168619	37130129
unige:168632	36877563
unige:168633	37014675
unige:168638	37142743
unige:168641	16087095
unige:168648	15962742
unige:168650	16179205
unige:168656	36796803
unige:168657	36764662
unige:168663	33985548
unige:168664	36323885
unige:168665	37004488
unige:168694	33271215
unige:168695	34098049
unige:168696	34217466
unige:168697	34714451
unige:168698	34217465
unige:168699	33506379
unige:168700	35083827
unige:168701	34669294
unige:168702	34734879
unige:168703	34538238
unige:168704	34859043
unige:168705	9383512
unige:168706	9286096
unige:168709	37006315
unige:168711	36460930
unige:168712	37045723
unige:168715	37172090
unige:168717	37001522
unige:168721	35063913
unige:168722	34971792
unige:168723	30862916
unige:168724	34551972
unige:168725	35304458
unige:168726	33205512
unige:168727	30767240
unige:168728	35872572
unige:168729	34861611
unige:168730	35037254
unige:168731	32885135
unige:168732	31684863
unige:168733	36049521
unige:168734	33264424
unige:168735	35063660
unige:168736	35444674
unige:168737	35673947
unige:168738	32554808
unige:168751	18003003
unige:168752	15797302
unige:168753	15071328
unige:168754	15505318
unige:168755	36079178
unige:168756	36322961
unige:168757	15558562
unige:168758	15294308
unige:168759	15472755
unige:168761	37018515
unige:168762	37144685
unige:168767	35194127
unige:168771	37165370
unige:168779	37094182
unige:168780	36854926
unige:168781	34070294
unige:168782	34986807
unige:168785	33519540
unige:168786	36918513
unige:168788	31547076
unige:168790	36905876
unige:168791	34736043
unige:168792	34440147
unige:168794	35124227
unige:168795	35219859
unige:168796	34652937
unige:168797	34237444
unige:168798	34130191
unige:168799	34060677
unige:168800	35822665
unige:168801	34455063
unige:168802	33486124
unige:168803	34469853
unige:168804	35132264
unige:168805	34048901
unige:168806	34400655
unige:168807	34400839
unige:168808	33108795
unige:168809	36140248
unige:168810	33789770
unige:168811	35815035
unige:168812	34220428
unige:168813	36301971
unige:168815	34837438
unige:168816	36243752
unige:168817	34845167
unige:168818	35662322
unige:168819	36085092
unige:168820	36170133
unige:168821	33760419
unige:168822	34746230
unige:168823	35332155
unige:168824	35139220
unige:168825	30837347
unige:168826	31063672
unige:168827	32372067
unige:168828	34730814
unige:168880	7318990
unige:168886	34253695
unige:168888	35033586
unige:168889	30519234
unige:168890	35395168
unige:168891	36769410
unige:168895	35474566
unige:168896	36128057
unige:168897	36571910
unige:168899	33784327
unige:168900	30586464
unige:168901	30760771
unige:168902	30689286
unige:168903	30891015
unige:168904	33512460
unige:168905	30640580
unige:168906	36474728
unige:168907	35726916
unige:168908	32712264
unige:168910	36504700
unige:168911	35283306
unige:168912	34993763
unige:168913	35512325
unige:168914	36326224
unige:168915	35481523
unige:168916	35417098
unige:168918	36191845
unige:168927	35296533
unige:168929	36632208
unige:168933	34660836
unige:168953	36469165
unige:168954	35982499
unige:168955	36050561
unige:168956	36173195
unige:168957	36449147
unige:168958	35623578
unige:168959	35264215
unige:168960	35760379
unige:168961	35531285
unige:168962	35186794
unige:168963	35792593
unige:168965	34875659
unige:168966	35389968
unige:168967	35815918
unige:168968	35979872
unige:168969	33693979
unige:168970	33455508
unige:168971	35507331
unige:168972	35664427
unige:168973	36801649
unige:168974	35902817
unige:168975	35234868
unige:168977	34301963
unige:168982	36877708
unige:168983	35589966
unige:168984	37034199
unige:168985	32132617
unige:168986	36916758
unige:168987	36855881
unige:168988	36970518
unige:168989	36990510
unige:168992	34400754
unige:168995	31608094
unige:168996	35522219
unige:168997	32649019
unige:168998	31682986
unige:168999	33768241
unige:169000	34458756
unige:169001	31902676
unige:169004	15087405
unige:169005	34303699
unige:169006	37066023
unige:169007	36759016
unige:169008	36125788
unige:169009	35657850
unige:169010	35573165
unige:169011	35770814
unige:169012	33251833
unige:169013	35537101
unige:169014	34782441
unige:169015	36013197
unige:169016	35406409
unige:169017	34944873
unige:169018	34944980
unige:169020	33735617
unige:169022	34725151
unige:169024	34876331
unige:169025	34795032
unige:169027	35675910
unige:169030	35714604
unige:169036	35654978
unige:169038	37192162
unige:169039	35180656
unige:169040	35482170
unige:169041	35565320
unige:169042	37210827
unige:169043	37187675
unige:169051	36702972
unige:169055	37070811
unige:169059	35636446
unige:169060	36309588
unige:169061	36372607
unige:169062	36382978
unige:169063	35984904
unige:169064	34800432
unige:169065	34895843
unige:169066	36267258
unige:169067	34764182
unige:169068	35898810
unige:169069	36030128
unige:169070	35499498
unige:169071	21875914
unige:169073	37131328
unige:169074	36385602
unige:169075	35893367
unige:169076	33305229
unige:169077	33305244
unige:169078	32562578
unige:169079	33064556
unige:169080	32822212
unige:169081	31256415
unige:169082	31116522
unige:169083	30527168
unige:169084	34263118
unige:169085	33165903
unige:169086	27785831
unige:169087	35872923
unige:169088	23189998
unige:169089	36315510
unige:169090	34576706
unige:169091	36786880
unige:169092	37175317
unige:169094	36310013
unige:169095	33617902
unige:169096	34296458
unige:169098	36713528
unige:169099	37117139
unige:169104	32327546
unige:169113	37182415
unige:169122	37133947
unige:169124	37203506
unige:169127	37203501
unige:169132	36934277
unige:169140	37208455
unige:169159	7016695
unige:169161	12773003
unige:169163	36727503
unige:169164	36458984
unige:169165	37059890
unige:169167	36799714
unige:169169	33912066
unige:169170	35786407
unige:169171	36209379
unige:169172	33404617
unige:169173	33720887
unige:169174	33220450
unige:169176	35987832
unige:169177	34219733
unige:169178	34151788
unige:169179	33433332
unige:169180	35320737
unige:169181	36476613
unige:169182	36528836
unige:169183	18633132
unige:169184	35863896
unige:169185	34935143
unige:169186	35250849
unige:169190	36849901
unige:169191	36128334
unige:169194	35927730
unige:169195	35885052
unige:169201	35647748
unige:169203	35647747
unige:169204	35647745
unige:169205	35048574
unige:169207	35048575
unige:169208	35343116
unige:169209	37163336
unige:169210	34689596
unige:169219	34763008
unige:169220	35332100
unige:169221	34853091
unige:169230	33397034
unige:169231	35108328
unige:169244	36531463
unige:169249	36313762
unige:169250	36950782
unige:169251	36950784
unige:169257	36372798
unige:169258	34884199
unige:169259	37029271
unige:169260	34958019
unige:169261	36432560
unige:169262	36417470
unige:169278	37052171
unige:169279	36924187
unige:169280	34450578
unige:169282	34040654
unige:169283	34591802
unige:169284	34840310
unige:169286	36403691
unige:169287	37218515
unige:169288	33489770
unige:169289	33580371
unige:169290	33847142
unige:169291	33641416
unige:169296	36769675
unige:169297	36581637
unige:169298	36767468
unige:169299	34129099
unige:169304	35331332
unige:169306	34506677
unige:169307	37046257
unige:169308	31617972
unige:169315	36116692
unige:169316	37112908
unige:169317	36310245
unige:169318	35876579
unige:169322	36754465
unige:169324	35861581
unige:169327	36810185
unige:169328	36253765
unige:169329	37207693
unige:169331	34942516
unige:169332	36937766
unige:169333	37132542
unige:169334	36997882
unige:169335	36932023
unige:169337	36695927
unige:169339	37271779
unige:169342	36952584
unige:169343	37277872
unige:169344	36741980
unige:169347	34179013
unige:169348	34517401
unige:169351	34487471
unige:169361	35875046
unige:169363	34959113
unige:169368	36869433
unige:169370	35931787
unige:169372	34615990
unige:169381	36813502
unige:169382	36357155
unige:169383	36068354
unige:169384	35306769
unige:169387	36289911
unige:169405	30560762
unige:169408	34121422
unige:169410	37234173
unige:169452	37193668
unige:169455	24244202
unige:169457	29042517
unige:169466	36737638
unige:169497	37307294
unige:169552	32066509
unige:169553	37127814
unige:169554	36721797
unige:169580	37327340
unige:169600	37208800
unige:169610	37323110
unige:169615	34406003
unige:169618	37198558
unige:169619	37089493
unige:169620	36962605
unige:169621	37033038
unige:169622	36215122
unige:169625	36355361
unige:169631	35468327
unige:169632	37336902
unige:169633	36008436
unige:169634	33640534
unige:169635	33712454
unige:169636	34140340
unige:169637	34536588
unige:169638	35010314
unige:169639	34520933
unige:169640	35000888
unige:169641	34726752
unige:10568	20150427
unige:10571	2903243
unige:10575	9755893
unige:10576	8568799
unige:10577	12458667
unige:10578	14984261
unige:10580	11123983
unige:10581	11518022
unige:10584	11674000
unige:10585	9195483
unige:10586	10350017
unige:10587	17694513
unige:10588	9658198
unige:10590	9007281
unige:10591	9165538
unige:10592	9076636
unige:10594	9232515
unige:10595	7562919
unige:10597	17292330
unige:10598	16503600
unige:10599	15225605
unige:10600	14670069
unige:10602	2253555
unige:10603	19361168
unige:10605	8615871
unige:10606	8630091
unige:10607	8678905
unige:10608	8910905
unige:10609	8848276
unige:10610	9776302
unige:10612	9258364
unige:10613	9579734
unige:10614	17707106
unige:10616	16054369
unige:10617	17034132
unige:10619	12084453
unige:10621	11960486
unige:10622	16789751
unige:10623	17300161
unige:10624	11851494
unige:10625	9526560
unige:10626	10678488
unige:10628	8634834
unige:10629	11465428
unige:10630	12007572
unige:10632	9860497
unige:10633	11095576
unige:10634	11552680
unige:10643	10350001
unige:10644	20347036
unige:10645	8613950
unige:10646	8933416
unige:10647	9107536
unige:10649	11322927
unige:10651	16837178
unige:10654	12134941
unige:10656	11849920
unige:10657	12593643
unige:10658	12058946
unige:10659	9211395
unige:10661	7575650
unige:10663	8423592
unige:10665	8155828
unige:10668	12948031
unige:10669	15700460
unige:10670	7887909
unige:169642	34243778
unige:169643	33941317
unige:169644	33586399
unige:169645	33651420
unige:169650	37257979
unige:169651	29895620
unige:169652	34048926
unige:169654	37111763
unige:169655	34063131
unige:169657	33582284
unige:169658	33765352
unige:169659	34713491
unige:169660	33317980
unige:169661	34191107
unige:169662	33011824
unige:169663	33559708
unige:169677	37157560
unige:169681	34872649
unige:169682	34904756
unige:169683	34595776
unige:169684	33429724
unige:169685	33792989
unige:169686	33480057
unige:169687	34316474
unige:169688	33385591
unige:169689	33522012
unige:169690	33767801
unige:169691	34022062
unige:169692	33710678
unige:169693	33932041
unige:169694	34196057
unige:169695	34719820
unige:169696	34333802
unige:169710	36760754
unige:169712	37296757
unige:169713	36456591
unige:169719	36766755
unige:169727	29549967
unige:169758	36297473
unige:169759	22429087
unige:169760	32652617
unige:169762	33541180
unige:169763	27636889
unige:169764	33210097
unige:169765	24874951
unige:169766	25982679
unige:169767	35160239
unige:169768	26341974
unige:169769	26125565
unige:169770	23199807
unige:169789	35917249
unige:169821	32186803
unige:169825	36799641
unige:169827	33930472
unige:169854	34734463
unige:169855	34680430
unige:169857	34051758
unige:169858	34366093
unige:169859	34289131
unige:169860	34929347
unige:169863	37141527
unige:169864	37143121
unige:169865	37290523
unige:169866	33546600
unige:169867	34150446
unige:169868	33931922
unige:169869	33510829
unige:169870	33205474
unige:169871	32715493
unige:169873	33830697
unige:169874	34256370
unige:169875	33811358
unige:169876	33904267
unige:169896	34970480
unige:169897	37012066
unige:169898	37304318
unige:169899	34419577
unige:169900	35715930
unige:169901	36826477
unige:169902	35912743
unige:169903	34772450
unige:169920	37207086
unige:169922	37393882
unige:169933	37386282
unige:169934	37124287
unige:169936	37229465
unige:169937	36900735
unige:169938	36054476
unige:169939	37171846
unige:169940	36191820
unige:169942	33215845
unige:169943	33251540
unige:169945	34085040
unige:169946	34095821
unige:169947	34095437
unige:169957	24679406
unige:169958	36683563
unige:169960	23042125
unige:169961	29857990
unige:169962	25146023
unige:169963	37352624
unige:169965	26571378
unige:169966	36651310
unige:169967	22217607
unige:169968	25443159
unige:169969	22683580
unige:169971	20940363
unige:169972	21679742
unige:169973	21067803
unige:169976	36849159
unige:169977	35188356
unige:169978	36477284
unige:169979	35194744
unige:169980	36876592
unige:169981	36880870
unige:169998	37264350
unige:170029	35305312
unige:170030	37253746
unige:170163	37423277
unige:170167	37352368
unige:170176	37419631
unige:170178	26719130
unige:170179	24629734
unige:170183	23704875
unige:170188	25261362
unige:170199	37118519
unige:170234	36950788
unige:170239	37113782
unige:170240	35031617
unige:170241	35213866
unige:170242	35058281
unige:170245	37441877
unige:170298	34860249
unige:170299	36155769
unige:170300	36635890
unige:170301	36848968
unige:170302	36950720
unige:170304	37143214
unige:170305	37155268
unige:170306	37126724
unige:170308	35902469
unige:170309	35902462
unige:170333	37382666
unige:170334	37443368
unige:170352	37230953
unige:170363	37158575
unige:170397	37310154
unige:170398	37493116
unige:170399	37438004
unige:170400	37322248
unige:170403	34791154
unige:170404	30950661
unige:170405	8858850
unige:170408	20180995
unige:170411	36988173
unige:170413	37371942
unige:170417	37189405
unige:170418	37241632
unige:170419	32842838
unige:170420	32439900
unige:170432	35773299
unige:170433	35201935
unige:170434	35480042
unige:170435	36160799
unige:170463	37371815
unige:170486	36380157
unige:170490	37118691
unige:170492	37493114
unige:170493	37515768
unige:170496	37171633
unige:170497	37278345
unige:170498	37368113
unige:170499	37395912
unige:170500	37475591
unige:170501	36553975
unige:170502	36670698
unige:170503	35766240
unige:170504	36566882
unige:170505	35750194
unige:170506	36826519
unige:170512	27957644
unige:170513	16005685
unige:170514	33710259
unige:170515	35283332
unige:170516	36309019
unige:170517	36244349
unige:170518	35940566
unige:170519	36270442
unige:170520	33231771
unige:170521	34388836
unige:170522	12942146
unige:170523	36334644
unige:170524	36517587
unige:170525	28714620
unige:170526	35505308
unige:170527	36557579
unige:170528	32883922
unige:170529	35417100
unige:170530	36549727
unige:170531	36673534
unige:170532	36901007
unige:170535	37304436
unige:170536	37471379
unige:170539	33583380
unige:170541	33746805
unige:170542	34370578
unige:170544	34187688
unige:170560	37104966
unige:170562	37376972
unige:170563	37526515
unige:170564	35878054
unige:170566	37222882
unige:170568	37407265
unige:170569	37239184
unige:170570	37399360
unige:170571	37345726
unige:170572	37192303
unige:170573	37364234
unige:170575	37430025
unige:170576	37253744
unige:170577	37153600
unige:170579	37096392
unige:170602	36734976
unige:170603	37158668
unige:170604	37486054
unige:170608	37201729
unige:170609	37535729
unige:170610	37330436
unige:170611	37306359
unige:170612	31209053
unige:170621	34235980
unige:170623	34327033
unige:170624	34053938
unige:170625	34110484
unige:170626	33864745
unige:170627	34658889
unige:170628	37558667
unige:170629	33781541
unige:170630	33860896
unige:170631	34617981
unige:170632	34529796
unige:170633	34956984
unige:170634	34421588
unige:170635	37161278
unige:170636	37075927
unige:170637	37343729
unige:170638	34846113
unige:170646	37414850
unige:170647	37366412
unige:170650	37378755
unige:170651	37192476
unige:170653	37021528
unige:170654	37485346
unige:170655	37207201
unige:170656	37422585
unige:170657	37384898
unige:170658	37418870
unige:170682	37104796
unige:170683	35191725
unige:170684	29636718
unige:170685	34123970
unige:170686	33797445
unige:170687	34414143
unige:170689	33452219
unige:170692	34034782
unige:170693	34067298
unige:170707	33394106
unige:170710	33221849
unige:170721	37102391
unige:170722	36815324
unige:170727	36522036
unige:170729	37483081
unige:170732	33784490
unige:170742	37107780
unige:170746	37433804
unige:170747	36812322
unige:170748	36629455
unige:170749	36420961
unige:170750	37367224
unige:170771	34836132
unige:170772	33599406
unige:170773	34217772
unige:170774	36297986
unige:170775	34469064
unige:170778	34562678
unige:170794	36470303
unige:170796	37502258
unige:170808	37415776
unige:170813	37011759
unige:170816	33252070
unige:170817	33231744
unige:170818	33418170
unige:170821	33316852
unige:170822	33933186
unige:170825	34262425
unige:170827	33845399
unige:170829	34366831
unige:170830	34302774
unige:170831	34344910
unige:170832	33792144
unige:170834	34559230
unige:170836	33410528
unige:170837	34149382
unige:170838	34216016
unige:170851	36767806
unige:170853	36675379
unige:10671	15324926
unige:10674	14994366
unige:10675	3701778
unige:170854	36673642
unige:170863	36832520
unige:170871	36673875
unige:170872	37189899
unige:170873	36767166
unige:170874	36674293
unige:170886	37307893
unige:170888	36397298
unige:170889	36328476
unige:170890	36723656
unige:170891	36519381
unige:170892	36920009
unige:170893	34915430
unige:170894	34675124
unige:170898	34234304
unige:170899	37162407
unige:170900	37162410
unige:170901	37162412
unige:170908	37463339
unige:170909	37573550
unige:170910	37403951
unige:170912	33470572
unige:170916	33715932
unige:170917	33449170
unige:170932	36717561
unige:170936	36819123
unige:170937	37069361
unige:170941	34113010
unige:170942	37626005
unige:170950	37616319
unige:170985	37187314
unige:170999	37640701
unige:171030	37408083
unige:171035	37489764
unige:171166	36541123
unige:171173	37602791
unige:171220	7577674
unige:171221	8808402
unige:171222	8951794
unige:171229	7619724
unige:171252	37686044
unige:171277	37605044
unige:171284	12949141
unige:171286	12519907
unige:171299	10671315
unige:171310	36903543
unige:171311	37159820
unige:171316	37643933
unige:171332	37083894
unige:171335	37679820
unige:171336	37704606
unige:171344	37011593
unige:171345	37606861
unige:171348	36881571
unige:171349	37115269
unige:171353	37260204
unige:171355	37225336
unige:171357	37562104
unige:171366	35968249
unige:171377	10541785
unige:171379	11719580
unige:171380	10889216
unige:171381	9159927
unige:171389	37655697
unige:171397	36857387
unige:171398	36862551
unige:171408	17380334
unige:171468	36326091
unige:171472	33860614
unige:171473	37437546
unige:171474	33991015
unige:171477	34635138
unige:171480	34635173
unige:171481	34635169
unige:171485	37547474
unige:171486	36944084
unige:171488	35872685
unige:171491	35082696
unige:171495	37541251
unige:171508	35305308
unige:171514	36507524
unige:171515	35048583
unige:171516	35506112
unige:171519	35615411
unige:171521	18829956
unige:171522	18382766
unige:171524	18162515
