856_domain	DATA	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	FUNDER	FNS_FUNDER	EU_FUNDER
ASSOCIATIONOFANAESTHETISTS-PUBLICATIONS.ONLINELIBRARY.WILEY.COM	0	3	3	0	0	0	0	0	0	0	0	0	0
ASTTI.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
ATALA.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ATANET.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
ATHENSJOURNALS.GR	0	0	0	0	0	0	0	0	0	0	0	0	0
ATLANTIS-PRESS.COM	0	1	1	0	0	0	0	0	0	0	1	1	0
ATM.AMEGROUPS.COM	0	5	4	0	0	0	0	0	1	0	0	0	0
ATMOS-CHEM-PHYS-DISCUSS.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
ATMOS-CHEM-PHYS.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
ATSJOURNALS.ORG	0	6	6	2	0	0	0	0	0	0	2	2	0
ATVB.AHAJOURNALS.ORG	0	13	2	11	0	0	0	0	0	0	0	0	0
ATYPON-LINK.COM	0	1	0	0	0	1	0	0	0	0	0	0	0
AUSCHWITZ.BE	0	0	0	0	0	0	0	0	0	0	0	0	0
AUSTRALIANHUMANITIESREVIEW.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
AV.ZRC-SAZU.SI	0	1	0	0	1	0	0	0	0	0	0	0	0
AVS.SCITATION.ORG	0	0	0	0	0	0	0	0	0	0	1	1	1
AWEJ.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
AXIAPUBLISHERS.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
B-ENT.BE	0	0	0	0	0	0	0	0	0	0	0	0	0
BABYLONIA.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BAERKARRER.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BAFU.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BAG.ADMIN.CH	0	15	15	0	0	0	0	0	0	0	0	0	0
BAIKE.BAIDU.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BAR.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BARBLOG.HYPOTHESES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BAS.SAGEPUB.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BBF.ENSSIB.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
BCS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BDE.ES	0	0	0	0	0	0	0	0	0	0	0	0	0
BDJ.PENSOFT.NET	0	1	0	0	1	0	0	0	0	0	0	0	0
BECK-ONLINE.BECK.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
BECS-BLOOMSBURY.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BEHAVIORALANDBRAINFUNCTIONS.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BEILSTEIN-JOURNALS.ORG	0	1	0	0	1	0	0	0	0	0	0	0	0
BELGEO.REVUES.ORG	0	0	0	0	0	0	0	0	0	0	1	1	0
BELIN-EDITEUR.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BELIN-EDUCATION.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BELTZ.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
BENJAMINS.COM	0	0	0	0	0	0	0	0	0	0	1	1	0
BENTHAM.ORG	0	3	0	3	0	0	0	0	0	0	0	0	0
BENTHAMDIRECT.ORG	0	6	3	3	1	1	0	0	0	0	0	0	0
BENTHAMOPEN.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BENTHAMSCIENCE.COM	0	5	3	0	0	2	1	0	0	0	0	0	0
BERGHAHNJOURNALS.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BEROSE.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
BESJOURNALS.ONLINELIBRARY.WILEY.COM	0	1	0	0	0	0	1	0	0	0	1	0	1
BF.WEBLAW.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BFC.UNIGE.CH	3	0	0	0	0	0	0	0	0	0	0	0	0
BFS.ADMIN.CH	0	1	1	0	0	0	0	0	0	0	0	0	0
BG.COPERNICUS.ORG	0	0	0	0	0	0	0	0	0	0	2	2	0
BGSU.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
BHH-REVISTA.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BIB.OXFORDJOURNALS.ORG	0	3	0	3	0	0	0	0	0	0	0	0	0
BIBLIO.PARLAMENT.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BIBLION.EPFL.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BIBLIOSINOINT.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BIICL.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BIO-PROTOCOL.ORG	0	2	1	1	1	0	0	0	0	0	1	1	0
BIO.BIOLOGISTS.ORG	0	1	0	0	1	0	0	0	0	0	0	0	0
BIOBANKSQAN.CH	1	1	1	0	0	0	0	0	0	0	1	1	0
BIOCADDIE.ORG	1	0	0	0	0	0	0	0	0	0	0	0	0
BIOCHEMJ.ORG	0	9	4	5	1	0	0	0	0	0	0	0	0
BIOCHEMSOCTRANS.ORG	0	4	0	4	0	0	0	0	0	0	0	0	0
BIOCREATIVE.BIOINFORMATICS.UDEL.EDU	0	1	1	0	0	0	0	0	0	0	0	0	0
BIODATAMINING.ORG	0	1	0	0	1	0	0	0	0	0	0	0	0
BIOETHICA-FORUM.CH	0	21	21	0	0	0	0	0	0	0	4	4	0
BIOETHICS.CH	0	2	2	0	0	0	0	0	0	0	0	0	0
BIOGEOSCIENCES-DISCUSS.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOGEOSCIENCES.NET	0	1	0	0	1	0	0	0	0	0	1	1	0
BIOINFORMATICS.OXFORDJOURNALS.ORG	0	4	0	3	1	0	0	0	0	0	0	0	0
BIOLOGIE-JOURNAL.ORG	0	2	0	0	2	0	0	0	0	0	0	0	0
BIOLOGY.PLOSJOURNALS.ORG	0	2	0	1	1	0	0	0	0	0	0	0	0
BIOLOGYINTERNATIONAL.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOLREPROD.ORG	0	2	0	2	0	0	0	0	0	0	0	0	0
BIOMECHANICAL-TOOLKIT.GITHUB.IO	1	1	1	0	0	0	0	0	0	0	1	1	0
BIOMED.GERONTOLOGYJOURNALS.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
BIOMEDCENTRAL.COM	0	38	22	8	8	1	0	0	1	0	2	2	0
BIOMEDFRONTIERS.ORG	0	1	0	0	1	0	0	0	0	0	1	1	0
BIOMEDGERONTOLOGY.OXFORDJOURNALS.ORG	0	3	2	1	0	0	0	0	0	0	0	0	0
BIOMEDICAL-ENGINEERING-ONLINE.BIOMEDCENTRAL.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOMEDICALOPTICS.SPIEDIGITALLIBRARY.ORG	0	1	0	0	1	0	0	0	0	0	0	0	0
BIOMEDRES.US	0	1	1	0	0	0	0	0	0	0	0	0	0
BIOMET.OXFORDJOURNALS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BIOONE.ORG	0	6	0	0	6	0	0	0	0	0	0	0	0
BIORXIV.ORG	1	12	1	1	9	1	2	0	0	0	3	3	0
BIOSCIENCE.ORG	0	4	2	2	0	0	0	0	0	0	0	0	0
BIOTAXA.ORG	0	1	0	0	1	0	0	0	0	0	0	0	0
BIRPUBLICATIONS.ORG	0	2	2	1	0	0	0	1	0	0	0	0	0
BJA.OXFORDJOURNALS.ORG	0	5	5	0	0	0	0	0	0	0	0	0	0
BJGP.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
BJMC.LU.LV	0	0	0	0	0	0	0	0	0	0	0	0	0
BJO.BMJ.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BJR.BIRJOURNALS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BJUI-JOURNALS.ONLINELIBRARY.WILEY.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BLICK.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOG.CAREUM.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOG.PETRIEFLOM.LAW.HARVARD.EDU	0	1	1	0	0	0	0	0	0	0	0	0	0
BLOGDROITEUROPEEN.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOGS.WORLDBANK.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOGUE.SQDI.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOODJOURNAL.HEMATOLOGYLIBRARY.ORG	0	35	29	13	0	0	0	0	0	0	0	0	0
BLOODJOURNAL.ORG	0	2	2	0	0	0	0	0	0	0	0	0	0
BLOOMSBURY.COM	0	1	1	0	0	0	0	0	0	0	1	1	0
BLOOMSBURYCOLLECTIONS.COM	0	0	0	0	0	0	0	0	0	0	1	1	0
BLV.ADMIN.CH	0	1	1	0	0	0	0	0	0	0	0	0	0
BMCANESTHESIOL.BIOMEDCENTRAL.COM	0	4	4	0	0	0	0	0	0	0	0	0	0
BMCBIOINFORMATICS.BIOMEDCENTRAL.COM	0	2	1	1	1	0	0	0	0	0	1	1	0
BMCBIOL.BIOMEDCENTRAL.COM	0	4	0	2	3	0	0	0	0	0	3	3	3
BMCCANCER.BIOMEDCENTRAL.COM	0	8	8	1	0	0	0	0	0	0	3	3	0
BMCCARDIOVASCDISORD.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMCCOMPLEMENTALTERNMED.BIOMEDCENTRAL.COM	1	3	3	0	0	0	0	0	0	0	0	0	0
BMCECOLEVOL.BIOMEDCENTRAL.COM	0	1	0	0	1	0	0	0	0	0	0	0	0
BMCEMERGMED.BIOMEDCENTRAL.COM	0	3	3	0	0	0	0	0	0	0	0	0	0
BMCENDOCRDISORD.BIOMEDCENTRAL.COM	0	0	0	0	0	0	0	0	0	0	1	0	1
BMCEVOLBIOL.BIOMEDCENTRAL.COM	0	2	0	0	2	0	0	0	0	0	1	1	0
BMCFAMPRACT.BIOMEDCENTRAL.COM	0	3	3	0	0	0	0	0	0	0	0	0	0
BMCGASTROENTEROL.BIOMEDCENTRAL.COM	0	3	2	1	0	0	0	0	1	0	1	1	0
BMCGENET.BIOMEDCENTRAL.COM	0	1	0	0	1	0	0	0	0	0	1	1	1
BMCGENOMDATA.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMCGENOMICS.BIOMEDCENTRAL.COM	0	2	0	1	1	0	0	0	0	0	1	1	0
BMCGERIATR.BIOMEDCENTRAL.COM	0	11	9	0	0	2	1	0	0	0	4	4	0
BMCHEALTHSERVRES.BIOMEDCENTRAL.COM	0	12	9	0	0	2	0	1	2	0	3	2	1
BMCHEMATOL.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMCINFECTDIS.BIOMEDCENTRAL.COM	0	8	8	0	0	0	0	0	0	0	4	4	0
BMCMEDEDUC.BIOMEDCENTRAL.COM	0	10	9	0	0	0	0	0	10	0	0	0	0
BMCMEDETHICS.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMCMEDICINE.BIOMEDCENTRAL.COM	0	3	3	0	0	0	0	0	0	0	0	0	0
BMCMEDIMAGING.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMCMEDINFORMDECISMAK.BIOMEDCENTRAL.COM	0	2	2	0	0	1	0	0	0	0	2	2	0
BMCMEDRESMETHODOL.BIOMEDCENTRAL.COM	0	6	6	0	0	0	0	0	0	0	1	1	0
BMCMICROBIOL.BIOMEDCENTRAL.COM	0	1	0	1	1	1	0	0	0	0	1	1	0
BMCMUSCULOSKELETDISORD.BIOMEDCENTRAL.COM	0	7	7	0	0	0	0	0	0	0	0	0	0
BMCNEPHROL.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMCNEUROL.BIOMEDCENTRAL.COM	0	3	3	1	0	0	0	0	0	0	0	0	0
BMCOPHTHALMOL.BIOMEDCENTRAL.COM	0	3	3	0	0	0	0	0	0	0	0	0	0
BMCORALHEALTH.BIOMEDCENTRAL.COM	0	1	0	0	0	0	0	1	0	0	0	0	0
BMCPALLIATCARE.BIOMEDCENTRAL.COM	0	4	4	0	0	0	0	0	0	0	2	0	2
BMCPEDIATR.BIOMEDCENTRAL.COM	0	4	4	0	0	0	0	0	0	0	1	1	0
BMCPHARMACOLTOXICOL.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	1	1	0
BMCPLANTBIOL.BIOMEDCENTRAL.COM	0	1	0	1	1	0	0	0	0	0	0	0	0
BMCPREGNANCYCHILDBIRTH.BIOMEDCENTRAL.COM	0	5	5	0	0	0	0	0	0	0	1	1	0
BMCPROC.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMCPSYCHIATRY.BIOMEDCENTRAL.COM	0	7	7	0	0	0	0	0	0	0	2	2	1
BMCPSYCHOLOGY.BIOMEDCENTRAL.COM	0	2	2	0	0	0	0	0	0	0	2	2	0
BMCPUBLICHEALTH.BIOMEDCENTRAL.COM	0	16	15	0	0	0	0	0	2	0	4	4	0
BMCPULMMED.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMCRESNOTES.BIOMEDCENTRAL.COM	0	3	2	0	1	0	0	0	0	0	0	0	0
BMCSURG.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	1	1	0
BMCWOMENSHEALTH.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMJ.COM	1	24	23	0	0	0	0	0	2	0	1	1	0
BMJOPEN.BMJ.COM	0	42	39	1	0	2	1	0	2	0	15	15	1
BMJOPENQUALITY.BMJ.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
BMJOPENRESPRES.BMJ.COM	0	4	4	0	0	0	0	0	0	0	0	0	0
BMJPAEDSOPEN.BMJ.COM	0	1	1	0	0	0	0	0	0	0	1	1	0
BMJPUBLICHEALTH.BMJ.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BMSAP.REVUES.ORG	0	2	0	0	2	0	0	0	0	0	0	0	0
BNDS.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
BOD.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
BODMERLAB.UNIGE.CH	1	0	0	0	0	0	0	0	0	0	0	0	0
BOLETINSGM.IGEOLCU.UNAM.MX	0	0	0	0	0	0	0	0	0	0	0	0	0
BOLLATIBORINGHIERI.IT	0	1	1	0	0	0	0	0	0	0	0	0	0
BONEANDJOINT.ORG.UK	0	2	2	0	0	0	0	0	0	0	0	0	0
BONEKEY-IBMS.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
BOOKREVIEWS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BOOKS.ERSJOURNALS.COM	0	2	2	0	0	0	0	0	0	0	0	0	0
BOOKS.FBK.EU	0	0	0	0	0	0	0	0	0	0	0	0	0
BOOKS.GOOGLE.CH	0	1	0	0	1	0	0	0	0	0	1	1	0
BOOKS.GOOGLE.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
BOOKS.OPENEDITION.ORG	1	4	3	0	0	0	1	0	0	0	3	3	0
BOOKS.RSC.ORG	0	0	0	0	0	0	0	0	0	0	1	1	0
BOOKSANDIDEAS.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
BOOKSANDJOURNALS.BRILLONLINE.COM	0	7	3	0	2	0	2	0	0	0	2	1	1
BOOKSONLINE.IOSPRESS.NL	0	1	1	0	0	0	0	0	0	0	0	0	0
BOOKSTORE.SPIE.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BOP.UNIBE.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BORIS.UNIBE.CH	0	1	1	0	0	0	0	0	0	0	0	0	0
BOUTIQUE.PLANETESANTE.CH	0	1	1	0	0	0	0	0	0	0	0	0	0
BOUTIQUE.REVMED.CH	0	3	3	1	0	0	0	0	0	0	0	0	0
BPDED.BIOMEDCENTRAL.COM	0	2	2	0	0	0	0	0	0	0	1	1	0
BPSOC.PUBLISHER.INGENTACONNECT.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BPSPSYCHUB.ONLINELIBRARY.WILEY.COM	0	1	1	1	0	0	0	0	0	0	1	1	0
BPSPUBS.ONLINELIBRARY.WILEY.COM	0	3	3	0	0	1	0	0	0	0	2	2	0
BRADLEY.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
BRAILLARD.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BRAIN.OXFORDJOURNALS.ORG	0	11	6	7	0	0	1	0	1	0	0	0	0
BREAST-CANCER-RESEARCH.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BREPOLSONLINE.NET	0	4	4	0	0	0	0	0	0	0	5	5	0
BRILL.COM	0	5	4	0	1	0	0	0	0	0	1	1	0
BRISTOLUNIVERSITYPRESSDIGITAL.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITANNICA.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BROADCVDI.ORG	1	1	1	0	0	0	0	0	0	0	0	0	0
BROOKINGS.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
BSAPUBS.ONLINELIBRARY.WILEY.COM	0	1	0	0	1	0	0	0	0	0	0	0	0
BSD.BIOMEDCENTRAL.COM	0	0	0	0	0	0	0	0	0	0	1	1	0
BSV.ADMIN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
BTH.SE	0	0	0	0	0	0	0	0	0	0	0	0	0
BTVB.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
BUDRICH-JOURNALS.DE	0	0	0	0	0	0	0	0	0	0	0	0	0
BULLETINOFINSECTOLOGY.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
BULLMED.CH	0	8	8	0	0	0	0	0	0	0	0	0	0
BUPONLINE.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BUSCO-DATA.EZLAB.ORG	2	2	0	2	0	0	0	0	0	0	2	2	0
BUSINESS.OXFORDRE.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
BUSKE-ELIBRARY.DE	0	0	0	0	0	0	0	0	0	0	1	1	0
BVS.ANSES.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
BZB-ONLINE.DE	0	1	0	0	0	0	0	1	0	0	0	0	0
C4SCIENCE.CH	3	3	3	0	0	0	0	0	0	0	1	1	1
CABEDITA.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
CABN.PSYCHONOMIC-JOURNALS.ORG	0	1	0	0	0	0	1	0	0	0	0	0	0
CADERNOS.CENPEC.ORG.BR	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFE-GEO.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFEPEDAGOGIQUE.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
CAHIERS-PEDAGOGIQUES.COM	1	0	0	0	0	0	0	0	0	0	0	0	0
CAHIERSDENEUROPSYCHOLOGIECLINIQUE.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
CAHIERSDUJOURNALISME.NET	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIRN-INT.INFO	0	0	0	0	0	0	0	0	0	0	0	0	0
CAIRN.INFO	8	37	29	0	1	0	8	0	0	0	11	11	0
CAL.LIBRARY.UTORONTO.CA	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMBRIDGE.ORG	0	50	33	6	8	1	8	0	1	0	31	26	5
CAMPISANOEDITORE.IT	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMPUS.HESGE.CH	0	1	0	0	0	0	0	0	1	0	0	0	0
CANAL-U.TV	0	1	1	0	0	0	0	0	0	0	0	0	0
CANCERDISCOVERY.AACRJOURNALS.ORG	1	3	2	1	0	0	0	0	0	0	0	0	0
CANCERIMAGINGARCHIVE.NET	2	2	2	0	0	0	0	0	0	1	2	2	1
CANCERRES.AACRJOURNALS.ORG	0	16	14	2	1	0	0	0	0	0	1	1	0
CANMIN.GEOSCIENCEWORLD.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CANTERBURY.AC.UK	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPLAW.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPMH.BIOMEDCENTRAL.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
CARCIN.OXFORDJOURNALS.ORG	0	1	1	1	0	0	0	0	0	0	0	0	0
CARDIAB.BIOMEDCENTRAL.COM	0	2	2	0	0	0	0	0	0	0	0	0	0
CARDIOTHORACICSURGERY.BIOMEDCENTRAL.COM	0	5	5	1	0	0	0	0	0	0	0	0	0
CARDIOVASCMED.CH	0	2	2	0	0	0	0	0	0	0	0	0	0
CARDIOVASCRES.OXFORDJOURNALS.ORG	0	8	6	2	0	0	0	0	0	0	0	0	0
CARE.DIABETESJOURNALS.ORG	0	5	2	2	0	0	0	0	1	0	0	0	0
CARHOP.BE	0	0	0	0	0	0	0	0	0	0	0	0	0
CARNETSDEGEOGRAPHES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROCCI.IT	0	1	1	0	0	0	0	0	0	0	0	0	0
CASCADILLA.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
CASCAVEL.UFSM.BR	0	0	0	0	0	0	0	0	0	0	0	0	0
CASEREPORTS.BMJ.COM	0	9	9	1	0	0	0	1	0	0	0	0	0
CASPJIM.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
CASS.CITY.AC.UK	0	0	0	0	0	0	0	0	0	0	0	0	0
CAT.INIST.FR	0	1	1	0	0	0	0	0	1	0	0	0	0
CATALOGUE.BNF.FR	0	1	0	0	0	0	0	0	1	0	0	0	0
CBMH.CA	0	1	1	0	0	0	0	0	0	0	0	0	0
CCCC.UOCHB.CAS.CZ	0	0	0	0	0	0	0	0	0	0	0	0	0
CCFORUM.BIOMEDCENTRAL.COM	0	18	18	0	0	0	0	0	0	0	6	5	3
CCMBM.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
CCSENET.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CCSI.COLUMBIA.EDU	0	0	0	0	0	0	0	0	0	0	0	0	0
CDA.UMA.PT	0	0	0	0	0	0	0	0	0	0	0	0	0
CDBF.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC-GE.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC.GOV	1	4	4	1	0	0	0	0	0	0	1	1	0
CDG.REVUES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CDN-LINKS.LWW.COM	1	0	0	0	0	0	0	0	0	0	0	0	0
CDNSCIENCEPUB.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS.CERN.CH	0	0	0	0	0	0	0	0	0	0	1	0	1
CDS.CLIMATE.COPERNICUS.EU	1	1	1	0	0	0	0	0	0	0	1	0	1
CDT.AMEGROUPS.COM	0	1	1	0	0	0	0	0	0	0	0	0	0
CEBP.AACRJOURNALS.ORG	0	2	2	0	0	0	0	0	0	0	0	0	0
CEDIC.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
CEFIEC.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
CEJE.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
CELL.COM	0	9	0	6	3	0	0	0	0	0	1	1	0
CENTRAL.PROTEOMEXCHANGE.ORG	1	1	0	1	0	0	0	0	0	0	0	0	0
CENTRE-HUBERTINE-AUCLERT.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
CEPII.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
CEPR.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CERCOR.OXFORDJOURNALS.ORG	0	12	6	9	0	0	2	0	0	0	0	0	0
CERDI.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CERES-UY.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CERIC.CA	0	0	0	0	0	0	0	0	0	0	0	0	0
CERIN.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
CERISCOPE.SCIENCES-PO.FR	0	0	0	0	0	0	0	0	0	0	0	0	0
CERME7.UNIV.RZESZOW.PL	0	0	0	0	0	0	0	0	0	0	0	0	0
CESIFO.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CEUR-WS.ORG	0	3	3	0	0	0	0	0	0	0	1	0	1
CFE-CSDA.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CGP.IIARJOURNALS.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
CH.IC.AC.UK	0	0	0	0	0	0	0	0	0	0	0	0	0
CHALLENGE.MA	1	0	0	0	0	0	0	0	0	0	0	0	0
CHAMPSOCIAL.COM	0	0	0	0	0	0	0	0	0	0	2	2	0
CHD.SAGEPUB.COM	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMETAL-JOURNAL.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMISTRY-EUROPE.ONLINELIBRARY.WILEY.COM	0	2	0	1	1	0	0	0	0	0	3	2	1
CHEMRXIV.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMSE.OXFORDJOURNALS.ORG	0	3	1	0	0	0	2	0	0	0	0	0	0
CHESTJOURNAL.CHESTPUBS.ORG	0	2	2	0	0	0	0	0	0	0	0	0	0
CHIH.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
CHILDONEUROPE.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CHILDRENSRIGHTSOBSERVATORY.NL	0	0	0	0	0	0	0	0	0	0	0	0	0
CHILDSRIGHTS.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CHIMIA.CH	0	4	0	0	2	2	0	0	0	0	2	2	0
CHOISIR.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRETIENSSOCIETES.REVUES.ORG	0	1	1	0	0	0	0	0	0	0	1	1	0
CHRISTINECLAVIEN.CH	0	0	0	0	0	0	0	0	0	0	0	0	0
CHROMATOGRAPHYONLINE.FINDANALYTICHEM.COM	0	1	0	0	0	1	0	0	0	0	0	0	0
CHRONOS-VERLAG.CH	1	0	0	0	0	0	0	0	0	0	0	0	0
CHS.REVUES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CID.OXFORDJOURNALS.ORG	0	9	9	0	0	0	0	0	0	0	0	0	0
CIERA.HYPOTHESES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CIL19.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CILIAJOURNAL.BIOMEDCENTRAL.COM	0	1	0	0	1	0	0	0	0	0	1	1	1
CIPANGO.REVUES.ORG	0	0	0	0	0	0	0	0	0	0	0	0	0
CIRC.AHAJOURNALS.ORG	0	5	3	4	0	1	0	0	0	0	0	0	0
CIRCEP.AHAJOURNALS.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
CIRCGENETICS.AHAJOURNALS.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
CIRCINTERVENTIONS.AHAJOURNALS.ORG	0	1	1	0	0	0	0	0	0	0	0	0	0
CIRCRES.AHAJOURNALS.ORG	0	10	3	9	0	0	0	0	0	0	0	0	0
CIRUELO.UNINORTE.EDU.CO	0	0	0	0	0	0	0	0	0	0	0	0	0
CIS01.UCV.RO	0	0	0	0	0	0	0	0	0	0	0	0	0
