date	id	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	DATA	DATA_TYPE_appendixes	DATA_TYPE_data_supplements	DATA_TYPE_shared_data	FUNDER	FNS_FUNDER	EU_FUNDER	type	BIOMED_DATA	BIOMED_NOT_DATA	NOT_DATA
1971	unige:81168unige:101689unige:103168unige:103691unige:103713unige:103714unige:103715unige:103716unige:103721unige:103722unige:103723unige:103724unige:7423unige:9361	14	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifique	0	14	14
1972	unige:94932unige:95107unige:101690unige:102518unige:103160unige:103167unige:103207unige:103208unige:103703unige:103704unige:103705unige:103719unige:103727unige:103728unige:7245	15	1	0	13	0	0	0	1	0	0	0	0	0	0	0	0	Article scientifiqueLivreArticle scientifiqueArticle scientifiqueLivreArticle scientifiqueArticle professionnelArticle professionnelArticle scientifiqueArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	15	15
1973	unige:169216unige:40544unige:94390unige:95103unige:97273unige:97274unige:101688unige:102514unige:102516unige:102517unige:102519unige:102520unige:102529unige:102835unige:103161unige:103182unige:103183unige:103185	18	0	1	15	2	0	0	0	0	0	0	0	0	0	0	0	Article scientifiqueArticle scientifiqueThèseChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreChapitre de livreArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	18	18
1974	unige:101483unige:101502unige:101503unige:103177unige:103209unige:103382unige:103707unige:118714unige:128115unige:128120unige:159543unige:10152	12	0	0	11	1	0	0	0	0	0	0	0	0	2	2	0	LivreArticle professionnelArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	12	12
1975	unige:10900unige:40545unige:94935unige:94942unige:97275unige:102515unige:103165unige:103176unige:103178unige:103383unige:103384unige:104424unige:128112unige:128117unige:128119unige:128123unige:128133unige:9844	18	0	2	16	0	0	0	0	0	0	0	0	0	3	3	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreRapport techniqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesArticle scientifique	0	18	18
1976	unige:10923unige:175017unige:175870unige:11338unige:11339unige:11340unige:93148unige:93870unige:94523unige:95105unige:95106unige:95111unige:95112unige:95441unige:95661unige:96184unige:96255unige:101498unige:101499unige:101500unige:101501unige:101504unige:101691unige:101911unige:103180unige:104428unige:127841unige:127843unige:127869unige:127870unige:128113unige:128124unige:8789unige:9845unige:9846	35	3	4	27	2	0	0	1	0	0	0	0	0	2	2	0	Article scientifiqueChapitre de livreLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreThèseThèseChapitre d'actesChapitre d'actesChapitre d'actesChapitre d'actesArticle scientifiqueArticle scientifiqueLivreLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueThèseChapitre de livreChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	35	35
1977	unige:10901unige:10927unige:10935unige:174912unige:11185unige:175961unige:11341unige:11342unige:11343unige:11344unige:40546unige:94378unige:94936unige:95021unige:95077unige:95446unige:95447unige:95631unige:95647unige:95683unige:95692unige:96149unige:96151unige:96152unige:96155unige:103912unige:104429unige:127553unige:127853unige:127871unige:162350	31	0	8	23	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreLivreLivreChapitre de livreLivreThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueAutre article	0	31	31
1978	unige:10924unige:11263unige:40547unige:93359unige:94371unige:94380unige:94391unige:94930unige:95071unige:95075unige:95076unige:95085unige:95086unige:95448unige:95639unige:95649unige:95660unige:95662unige:95663unige:95686unige:95687unige:95688unige:97990unige:98296unige:103913unige:104073unige:104446unige:127554unige:127555unige:127840unige:9140unige:9232	32	1	6	22	5	0	0	1	0	0	0	0	0	1	1	0	Article scientifiqueArticle scientifiqueArticle scientifiqueThèseThèseThèseThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseThèseOuvrage collectifLivreThèseArticle scientifiqueArticle scientifiqueChapitre d'actesArticle scientifiqueArticle scientifique	0	32	32
1979	unige:10879unige:10922unige:10937unige:10972unige:11380unige:11524unige:40548unige:40549unige:82068unige:94929unige:94937unige:95067unige:95080unige:95081unige:95082unige:95083unige:95084unige:95109unige:95440unige:95443unige:95633unige:95636unige:95637unige:95638unige:96141unige:96148unige:96150unige:98540unige:102131unige:104423unige:7313unige:7408unige:7662unige:7663unige:127556unige:127557unige:127558unige:127854unige:8943unige:9138unige:9139unige:9187unige:9195unige:9393unige:160022	45	5	17	26	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelChapitre de livreChapitre de livreChapitre d'actesRapport de rechercheArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	45	45
1980	unige:172532unige:172536unige:172838unige:10911unige:11306unige:11307unige:94866unige:94941unige:95069unige:95632unige:95640unige:95641unige:95643unige:95644unige:95815unige:95816unige:96133unige:96146unige:96147unige:97020unige:97271unige:97935unige:97937unige:104430unige:7403unige:7664unige:127559unige:127560unige:127561unige:8791unige:149627unige:8889unige:9137unige:9141unige:9196unige:9220unige:9225unige:159540unige:10102	39	4	9	25	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifiqueArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreArticle professionnelArticle scientifiqueArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreChapitre de livreArticle scientifiqueChapitre de livreChapitre de livreArticle scientifiqueArticle scientifiqueArticle professionnelArticle professionnelThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	39	39
1981	unige:10778unige:10938unige:10990unige:175019unige:175819unige:11264unige:40540unige:40541unige:40543unige:55477unige:74197unige:94844unige:94845unige:94943unige:94944unige:95068unige:95104unige:95444unige:95445unige:95645unige:95646unige:95691unige:97276unige:97735unige:104426unige:150441unige:150452unige:150453unige:150454unige:150458unige:150478unige:150487unige:150492unige:150493unige:150494unige:150495unige:150496unige:150497unige:8965unige:9150unige:9161unige:9168unige:9186unige:9189unige:10236	45	1	13	31	0	0	0	0	0	0	0	0	0	14	14	0	Article scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreArticle scientifiqueArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueArticle professionnelChapitre de livreThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	45	45
1982	unige:167416unige:167439unige:167441unige:10884unige:10939unige:11559unige:36227unige:36228unige:94933unige:94934unige:95073unige:95110unige:95684unige:96142unige:96143unige:96144unige:96145unige:97278unige:97838unige:98044unige:99978unige:99985unige:104425unige:7333unige:7717unige:7722unige:8779unige:150088unige:150089unige:150090unige:150091unige:150092unige:150093unige:150224unige:150225unige:150226unige:150227unige:150228unige:150437unige:150459unige:150460unige:150461unige:9060unige:9179unige:9194unige:9362unige:9480unige:10070unige:10099unige:10101unige:10117unige:10233	52	5	15	35	0	0	0	0	0	0	0	0	0	13	13	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesArticle scientifiqueChapitre de livreChapitre de livreChapitre de livreChapitre de livreArticle scientifiqueChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	52	52
1983	unige:10406unige:10783unige:10850unige:11279unige:11290unige:24376unige:33346unige:36226unige:46463unige:94525unige:95072unige:97272unige:98039unige:98043unige:98045unige:98160unige:98358unige:98359unige:98360unige:98361unige:98362unige:98363unige:98541unige:98833unige:99973unige:99974unige:7172unige:7404unige:7525unige:8790unige:149736unige:149737unige:149761unige:149815unige:149816unige:149817unige:149818unige:149819unige:149820unige:149822unige:149823unige:149825unige:149826unige:8970unige:9147unige:9188unige:9193unige:9218unige:9337unige:9351unige:9352unige:9363unige:9467unige:9850unige:9851unige:9852unige:9853unige:9855unige:162351unige:10079unige:10080unige:10100unige:10361	63	6	18	38	0	0	0	1	0	0	0	0	0	12	12	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle professionnelArticle scientifiqueArticle professionnelArticle scientifiqueArticle professionnelArticle scientifiqueChapitre d'actesChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueAutre articleArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	63	63
1984	unige:10918unige:174913unige:55476unige:74763unige:74764unige:94574unige:94575unige:97269unige:97270unige:97279unige:97280unige:97839unige:97940unige:97941unige:97996unige:97997unige:97998unige:97999unige:98008unige:98543unige:99984unige:7332unige:7656unige:7661unige:7668unige:120871unige:123323unige:127844unige:127845unige:127846unige:127847unige:127848unige:127849unige:127850unige:127851unige:127852unige:127855unige:127856unige:127857unige:127858unige:127859unige:127860unige:127861unige:127862unige:127863unige:127864unige:127865unige:127866unige:128114unige:128116unige:128121unige:128122unige:128125unige:128126unige:128127unige:8634unige:8783unige:8945unige:8948unige:9068unige:9233unige:9275unige:9310unige:9338unige:9399unige:9457unige:9854unige:9856unige:10037unige:10083unige:10097unige:165305	72	9	13	50	0	0	0	0	0	0	0	0	0	11	11	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreArticle scientifiqueArticle scientifiqueChapitre d'actesChapitre d'actesChapitre d'actesChapitre d'actesArticle professionnelArticle scientifiqueArticle professionnelArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesChapitre de livreChapitre de livreChapitre d'actesChapitre d'actesChapitre d'actesChapitre d'actesChapitre de livreChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	72	72
1985	unige:10772unige:10784unige:11186unige:11214unige:11386unige:11644unige:17925unige:74765unige:89161unige:94567unige:94570unige:94571unige:94572unige:94573unige:94576unige:95685unige:113213unige:7475unige:7669unige:124603unige:8635unige:8657unige:8753unige:150652unige:150653unige:150654unige:150721unige:150724unige:150725unige:150726unige:150729unige:150730unige:150747unige:150748unige:150749unige:150751unige:150761unige:150763unige:150764unige:150765unige:150766unige:150767unige:150768unige:150769unige:150770unige:150771unige:150774unige:150775unige:150776unige:9066unige:9201unige:9212unige:9215unige:9224unige:9234unige:9277unige:9278unige:9292unige:9293unige:9339unige:9340unige:9359unige:9360unige:9389unige:9456unige:9481unige:9733unige:9857unige:9858unige:10021unige:10022unige:10043unige:10044unige:10120unige:165045	75	6	26	41	1	0	0	1	0	0	0	0	0	24	24	0	Article scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesChapitre de livreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre de livreChapitre de livreArticle scientifiqueContribution à un dictionnaire / une encyclopédieChapitre de livreArticle scientifiqueChapitre d'actesChapitre de livreChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueAutre articleArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifique	0	75	75
1986	unige:10852unige:175972unige:176043unige:11280unige:11435unige:42809unige:44180unige:55475unige:74766unige:74768unige:80317unige:89162unige:93104unige:93105unige:94526unige:94675unige:97021unige:97736unige:97737unige:98036unige:98037unige:98038unige:98040unige:100798unige:100799unige:100800unige:100801unige:100802unige:100803unige:106323unige:7086unige:7347unige:125519unige:125809unige:8656unige:8659unige:8693unige:8820unige:8839unige:149651unige:8914unige:150720unige:150722unige:150931unige:150932unige:150933unige:150934unige:150935unige:150936unige:8947unige:151485unige:151542unige:151543unige:151544unige:151545unige:151547unige:151548unige:151549unige:151569unige:151570unige:151571unige:151572unige:151573unige:151574unige:151575unige:151576unige:151577unige:151578unige:9071unige:9102unige:9185unige:9279unige:9341unige:9342unige:9403unige:9443unige:9444unige:9699unige:9859unige:9860unige:9861unige:9862unige:9863unige:10234unige:167159	85	11	15	55	1	0	2	1	0	0	0	0	0	23	23	0	Article scientifiqueLivreActes de conférenceArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèseChapitre de livreArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesArticle scientifiqueChapitre d'actesChapitre d'actesChapitre de livreChapitre de livreLivreArticle scientifiqueChapitre d'actesChapitre d'actesChapitre d'actesChapitre d'actesChapitre d'actesChapitre d'actesLivreArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueChapitre d'actesArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueArticle scientifiqueThèse	0	85	85
