id	date	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	DATA	DATA_TYPE_appendixes	DATA_TYPE_data_supplements	DATA_TYPE_shared_data	FUNDER	FNS_FUNDER	EU_FUNDER	type
unige:87917	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:87918	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:87919	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:87920	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:87922	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse de privat-docent
unige:87929	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:87932	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87933	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87934	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87935	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87938	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87939	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87940	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87943	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87944	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87945	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87946	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87948	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87949	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87950	2015	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87951	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87952	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:87953	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87954	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:87955	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87957	2015	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87960	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87962	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87964	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87965	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87977	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:87978	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:87979	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87980	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87981	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87983	2016	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thèse
unige:87986	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87993	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87994	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87995	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87996	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87997	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87998	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:87999	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88000	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88001	2015	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88003	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88004	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88005	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88006	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88007	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88009	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88010	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88011	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88012	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88013	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88014	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88015	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88016	2015	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88017	2015	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88018	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88019	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88020	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88021	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88022	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88023	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88027	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88028	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88038	2016	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Master
unige:88040	2016	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Master
unige:88104	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88120	2016	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88143	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88163	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88212	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88213	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88214	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88216	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88217	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88218	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Autre article
unige:88219	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88220	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88240	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88244	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88245	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88246	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88247	2015	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88249	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88254	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88262	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88286	2016	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88312	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88313	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88314	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88315	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88316	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88318	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88319	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88320	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88321	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88322	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88328	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88330	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88345	2016	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88347	2016	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88364	2016	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique
unige:88373	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chapitre de livre
unige:88374	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chapitre de livre
unige:88388	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Master
unige:88394	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88395	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88403	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Master
unige:88411	2016	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Master
unige:88412	2016	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Master
unige:88413	2016	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Master
unige:88420	2016	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Master
unige:88421	2016	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88436	2015	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88437	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88438	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88460	2017	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88461	2017	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88462	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88463	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88470	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88471	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88472	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88473	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88474	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88476	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88477	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88478	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88479	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88480	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88481	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88482	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88483	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88484	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88485	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88486	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88487	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88488	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88489	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88498	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88509	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88510	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88511	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88512	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88513	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88514	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88516	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88517	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88518	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88519	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88520	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88521	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88522	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Poster
unige:88523	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Présentation / Intervention
unige:88528	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88529	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88530	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88531	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88532	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88533	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88534	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88559	2016	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88564	2016	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88569	2016	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88574	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88575	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88576	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88577	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88579	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88581	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88582	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88583	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88584	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88585	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88586	2017	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88587	2017	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88590	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88591	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88593	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88594	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88595	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88596	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88597	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88603	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88606	2016	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Article professionnel
unige:88610	2016	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Article scientifique
unige:88614	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88616	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse de privat-docent
unige:88621	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88623	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88625	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88646	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse de privat-docent
unige:88659	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Présentation / Intervention
unige:88662	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88663	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88664	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88666	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88667	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88670	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88671	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88672	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88673	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88674	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88675	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88676	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88690	2016	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88693	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88694	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88724	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88725	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88727	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88730	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88744	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Poster
unige:88747	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse de privat-docent
unige:88748	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88754	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88755	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88756	2015	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Article scientifique
unige:88757	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88758	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88759	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88762	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88763	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88764	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88791	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88792	2015	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88793	2017	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88799	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88813	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88814	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88816	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88856	2015	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88857	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88858	2015	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88859	2015	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88860	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88878	2016	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	Article scientifique
unige:88892	2017	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88894	2015	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88895	2015	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique
unige:88967	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Présentation / Intervention
unige:88968	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Présentation / Intervention
unige:88971	2015	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88972	2016	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Master
unige:88973	2016	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Master
unige:88976	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88980	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Thèse
unige:88981	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88982	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel
unige:88983	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article professionnel
unige:88984	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88985	2015	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88986	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88987	2015	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88988	2016	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Chapitre de livre
unige:88989	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88991	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88992	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88995	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88998	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:88999	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89001	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89005	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89008	2016	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89009	2016	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89011	2016	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89012	2016	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89013	2016	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89016	2016	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89019	2017	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89022	2015	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89028	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89029	2016	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89030	2017	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89031	2017	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89032	2016	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89033	2016	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89034	2016	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89035	2016	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89036	2017	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89037	2016	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89038	2016	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89039	2017	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
unige:89041	2016	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article professionnel
unige:89042	2016	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique
