id	date	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	DATA	DATA_TYPE_appendixes	DATA_TYPE_data_supplements	DATA_TYPE_shared_data	FUNDER	FNS_FUNDER	EU_FUNDER	type	DOI	PMID	AOU	PUBMED	DATA_PUBMED	OPENALEX	DOI_OPENALEX	ID_OPENALEX	is_oa	oa_status	date_openalex	PMID_OPENALEX
unige:139157	2020	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique	10.1016/J.NEUROIMAGE.2020.117162	32659353	1	0	0	1	10.1016/J.NEUROIMAGE.2020.117162	W3041947241	True	gold	2020	0
unige:151821	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1371/JOURNAL.PPAT.1008672	32706832	1	0	0	1	10.1371/JOURNAL.PPAT.1008672	W3045190766	True	gold	2020	0
unige:146846	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1109/TMI.2020.3018439	32822294	1	0	0	1	10.1109/TMI.2020.3018439	W3080265521	False	closed	2020	0
unige:157597	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1097/WNP.0000000000000657	32890065	1	0	0	1	10.1097/WNP.0000000000000657	W3083377472	False	closed	2019	0
unige:149360	2021	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	Article scientifique	10.1093/NEUROS/NYAA401	33017031	1	0	0	1	10.1093/NEUROS/NYAA401	W3091607483	False	closed	2020	0
unige:164696	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1111/ECI.13422	33026103	1	0	0	1	10.1111/ECI.13422	W3092175946	False	closed	2021	0
unige:145006	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1177/2192568220960452	33063537	1	0	0	1	10.1177/2192568220960452	W3092904801	True	gold	2020	0
unige:151412	2020	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	Article scientifique	10.3201/EID2611.191766	33079032	1	0	0	1	10.3201/EID2611.191766	W3090214313	True	gold	2020	0
unige:157610	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1038/S41436-020-00988-9	33144681	1	0	0	1	10.1038/S41436-020-00988-9	W3095492156	True	hybrid	2021	0
unige:147408	2021	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1186/S13223-020-00505-2	33407743	1	0	0	1	10.1186/S13223-020-00505-2	W3119480710	True	gold	2021	0
unige:156904	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1162/NETN_A_00166	33409438	1	0	0	1	10.1162/NETN_A_00166	W3080243510	True	gold	2020	0
unige:149787	2021	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1039/D0AN01963A	33410843	1	0	0	1	10.1039/D0AN01963A	W3112721612	True	hybrid	2021	0
unige:156922	2021	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3201/EID2702.203770	33496646	1	0	0	1	10.3201/EID2702.203770	W3124951804	True	gold	2021	0
